journal_entry_id,gl_account_number,amount,debit_amount,credit_amount,debit_credit_indicator
2500000255,615400,-14629.93,0.0,14629.93,H
2500000255,628430,-37.8,0.0,37.8,H
2500000255,607500,-3370.73,0.0,3370.73,H
2500000255,613200,-3600.0,0.0,3600.0,H
2500000255,408122,18673.93,18673.93,0.0,S
2500000255,408122,14629.93,14629.93,0.0,S
2500000255,408122,-1266.46,0.0,1266.46,H
2500000255,408122,3370.73,3370.73,0.0,S
2500000255,624600,-8.7,0.0,8.7,H
2500000256,418100,5000.0,5000.0,0.0,S
2500000256,706100,-5000.0,0.0,5000.0,H
2500000257,408122,-794.0,0.0,794.0,H
2500000257,408122,-29.4,0.0,29.4,H
2500000257,408122,-24159.5,0.0,24159.5,H
2500000257,408122,-5400.0,0.0,5400.0,H
2500000257,622800,794.0,794.0,0.0,S
2500000257,628430,29.4,29.4,0.0,S
2500000257,408122,-11.6,0.0,11.6,H
2500000257,408122,-18002.42,0.0,18002.42,H
2500000257,408122,-18684.93,0.0,18684.93,H
2500000257,615400,18002.42,18002.42,0.0,S
2500000257,709600,18684.93,18684.93,0.0,S
2500000257,408122,1266.46,1266.46,0.0,S
2500000257,706539,-1266.46,0.0,1266.46,H
2500000257,607500,1794.62,1794.62,0.0,S
2500000257,408122,-1794.62,0.0,1794.62,H
2500000257,613200,5400.0,5400.0,0.0,S
2500000257,624600,11.6,11.6,0.0,S
2500000257,604300,24159.5,24159.5,0.0,S
2500000258,706100,5000.0,5000.0,0.0,S
2500000258,418100,-5000.0,0.0,5000.0,H
2500000259,408122,-1266.46,0.0,1266.46,H
2500000259,408122,794.0,794.0,0.0,S
2500000259,408122,5400.0,5400.0,0.0,S
2500000259,408122,24159.5,24159.5,0.0,S
2500000259,604300,-24159.5,0.0,24159.5,H
2500000259,408122,29.4,29.4,0.0,S
2500000259,408122,18684.93,18684.93,0.0,S
2500000259,613200,-5400.0,0.0,5400.0,H
2500000259,628430,-29.4,0.0,29.4,H
2500000259,615400,-18002.42,0.0,18002.42,H
2500000259,622800,-794.0,0.0,794.0,H
2500000259,624600,-11.6,0.0,11.6,H
2500000259,709600,-18684.93,0.0,18684.93,H
2500000259,408122,1794.62,1794.62,0.0,S
2500000259,408122,11.6,11.6,0.0,S
2500000259,408122,18002.42,18002.42,0.0,S
2500000259,706539,1266.46,1266.46,0.0,S
2500000259,607500,-1794.62,0.0,1794.62,H
2500000260,706100,-5000.0,0.0,5000.0,H
2500000260,418100,5000.0,5000.0,0.0,S
2500000261,408122,-18695.93,0.0,18695.93,H
2500000261,615400,13933.57,13933.57,0.0,S
2500000261,628430,202.12,202.12,0.0,S
2500000261,604300,16916.0,16916.0,0.0,S
2500000261,408122,-58.0,0.0,58.0,H
2500000261,408122,-13933.57,0.0,13933.57,H
2500000261,408122,-3087.27,0.0,3087.27,H
2500000261,408122,-16916.0,0.0,16916.0,H
2500000261,706539,-1266.46,0.0,1266.46,H
2500000261,624600,58.0,58.0,0.0,S
2500000261,408122,-202.12,0.0,202.12,H
2500000261,607500,3087.27,3087.27,0.0,S
2500000261,709600,18695.93,18695.93,0.0,S
2500000261,408122,1266.46,1266.46,0.0,S
2500000262,706100,-5000.0,0.0,5000.0,H
2500000262,418100,5000.0,5000.0,0.0,S
2500000263,418100,-5000.0,0.0,5000.0,H
2500000263,706100,5000.0,5000.0,0.0,S
2500000264,607500,-3087.27,0.0,3087.27,H
2500000264,709600,-18695.93,0.0,18695.93,H
2500000264,408122,16916.0,16916.0,0.0,S
2500000264,408122,58.0,58.0,0.0,S
2500000264,615400,-13933.57,0.0,13933.57,H
2500000264,628430,-202.12,0.0,202.12,H
2500000264,624600,-58.0,0.0,58.0,H
2500000264,604300,-16916.0,0.0,16916.0,H
2500000264,408122,-1266.46,0.0,1266.46,H
2500000264,408122,3087.27,3087.27,0.0,S
2500000264,408122,202.12,202.12,0.0,S
2500000264,706539,1266.46,1266.46,0.0,S
2500000264,408122,18695.93,18695.93,0.0,S
2500000264,408122,13933.57,13933.57,0.0,S
2500000265,418100,-5000.0,0.0,5000.0,H
2500000265,706100,5000.0,5000.0,0.0,S
2500000266,418100,5000.0,5000.0,0.0,S
2500000266,706100,-5000.0,0.0,5000.0,H
2500000267,408100,-327.0,0.0,327.0,H
2500000267,408100,-86.7,0.0,86.7,H
2500000267,408100,-21656.62,0.0,21656.62,H
2500000267,408100,-794.0,0.0,794.0,H
2500000267,408100,1266.46,1266.46,0.0,S
2500000267,408100,-18233.0,0.0,18233.0,H
2500000267,408100,-18706.93,0.0,18706.93,H
2500000267,706539,-1266.46,0.0,1266.46,H
2500000267,408500,-3126.71,0.0,3126.71,H
2500000267,607500,3126.71,3126.71,0.0,S
2500000267,628430,327.0,327.0,0.0,S
2500000267,604300,18233.0,18233.0,0.0,S
2500000267,615400,21656.62,21656.62,0.0,S
2500000267,622800,794.0,794.0,0.0,S
2500000267,624600,86.7,86.7,0.0,S
2500000267,709600,18706.93,18706.93,0.0,S
4000000050,622800,295.66,295.66,0.0,S
4000000050,408120,-295.66,0.0,295.66,H
4000000051,607550,998.82,998.82,0.0,S
4000000051,607550,4.01,4.01,0.0,S
4000000051,408120,-998.82,0.0,998.82,H
4000000051,408120,-14.92,0.0,14.92,H
4000000051,607550,14.92,14.92,0.0,S
4000000051,408120,-4.01,0.0,4.01,H
4000000051,316001,4.01,4.01,0.0,S
4000000051,316001,998.82,998.82,0.0,S
4000000051,603100,-14.92,0.0,14.92,H
4000000051,603100,-4.01,0.0,4.01,H
4000000051,316001,14.92,14.92,0.0,S
4000000051,603100,-998.82,0.0,998.82,H
4000000052,408120,-756.0,0.0,756.0,H
4000000052,622800,756.0,756.0,0.0,S
4000000053,622800,756.0,756.0,0.0,S
4000000053,408120,-756.0,0.0,756.0,H
4000000054,603100,-1775.68,0.0,1775.68,H
4000000054,408120,-1775.68,0.0,1775.68,H
4000000054,607550,1775.68,1775.68,0.0,S
4000000054,316001,1775.68,1775.68,0.0,S
4000000055,622800,304.82,304.82,0.0,S
4000000055,408120,-304.82,0.0,304.82,H
4000000056,408120,-1544.62,0.0,1544.62,H
4000000056,647600,1544.62,1544.62,0.0,S
4000000057,408120,-1544.62,0.0,1544.62,H
4000000057,647600,1544.62,1544.62,0.0,S
4000000058,408120,-1.75,0.0,1.75,H
4000000058,647600,1.75,1.75,0.0,S
4000000059,647600,1103.3,1103.3,0.0,S
4000000059,408120,-1103.3,0.0,1103.3,H
4000000060,408120,-1103.3,0.0,1103.3,H
4000000060,647600,1103.3,1103.3,0.0,S
4000000061,647600,1.75,1.75,0.0,S
4000000061,408120,-1.75,0.0,1.75,H
4000000062,408120,-882.64,0.0,882.64,H
4000000062,647600,882.64,882.64,0.0,S
4000000063,647600,1103.3,1103.3,0.0,S
4000000063,408120,-1103.3,0.0,1103.3,H
4000000064,408120,-1103.3,0.0,1103.3,H
4000000064,647600,1103.3,1103.3,0.0,S
4000000065,622800,304.82,304.82,0.0,S
4000000065,408120,-304.82,0.0,304.82,H
4000000066,613500,11908.78,11908.78,0.0,S
4000000066,408120,-11908.78,0.0,11908.78,H
4000000067,408120,-455.4,0.0,455.4,H
4000000067,628430,455.4,455.4,0.0,S
4000000068,622800,304.82,304.82,0.0,S
4000000068,408120,-304.82,0.0,304.82,H
4000000069,408120,-3176.0,0.0,3176.0,H
4000000069,622800,3176.0,3176.0,0.0,S
4000000070,604300,69315.26,69315.26,0.0,S
4000000070,408120,-69315.26,0.0,69315.26,H
4000000071,408120,25800.1,25800.1,0.0,S
4000000071,604300,-25800.1,0.0,25800.1,H
4000000072,604300,-43515.16,0.0,43515.16,H
4000000072,408120,43515.16,43515.16,0.0,S
4000000073,408120,-25800.1,0.0,25800.1,H
4000000073,604300,25800.1,25800.1,0.0,S
4000000074,613500,6143.39,6143.39,0.0,S
4000000074,408120,-6143.39,0.0,6143.39,H
4000000075,628430,146.1,146.1,0.0,S
4000000075,408120,-146.1,0.0,146.1,H
4000000076,613500,7921.43,7921.43,0.0,S
4000000076,408120,-7921.43,0.0,7921.43,H
4000000077,607311,118.33,118.33,0.0,S
4000000077,351000,118.33,118.33,0.0,S
4000000077,408120,-118.33,0.0,118.33,H
4000000077,603300,-118.33,0.0,118.33,H
4000000077,607550,491.05,491.05,0.0,S
4000000077,607550,10.01,10.01,0.0,S
4000000077,408120,-10.01,0.0,10.01,H
4000000077,408120,-491.05,0.0,491.05,H
4000000077,316001,10.01,10.01,0.0,S
4000000077,603100,-491.05,0.0,491.05,H
4000000077,603100,-10.01,0.0,10.01,H
4000000077,316001,491.05,491.05,0.0,S
4000000078,628430,19.8,19.8,0.0,S
4000000078,408120,-19.8,0.0,19.8,H
4000000079,408120,-32.55,0.0,32.55,H
4000000079,351000,32.55,32.55,0.0,S
4000000079,603300,-32.55,0.0,32.55,H
4000000079,607311,32.55,32.55,0.0,S
4000000080,316001,3.73,3.73,0.0,S
4000000080,316001,1.43,1.43,0.0,S
4000000080,603100,-70.15,0.0,70.15,H
4000000080,316001,70.15,70.15,0.0,S
4000000080,603100,-3.73,0.0,3.73,H
4000000080,603100,-1.43,0.0,1.43,H
4000000080,607550,1.43,1.43,0.0,S
4000000080,408120,-3.73,0.0,3.73,H
4000000080,408120,-1.43,0.0,1.43,H
4000000080,408120,-70.15,0.0,70.15,H
4000000080,607550,70.15,70.15,0.0,S
4000000080,607550,3.73,3.73,0.0,S
4000000081,408120,-103.84,0.0,103.84,H
4000000081,624600,103.84,103.84,0.0,S
4000000082,624600,35.2,35.2,0.0,S
4000000082,408120,-35.2,0.0,35.2,H
4000000083,408120,-10.5,0.0,10.5,H
4000000083,628430,10.5,10.5,0.0,S
4000000084,622800,304.82,304.82,0.0,S
4000000084,408120,-304.82,0.0,304.82,H
4000000085,316001,70.15,70.15,0.0,S
4000000085,603100,-70.15,0.0,70.15,H
4000000085,607550,70.15,70.15,0.0,S
4000000085,408120,-70.15,0.0,70.15,H
4000000086,622800,794.0,794.0,0.0,S
4000000086,408120,-794.0,0.0,794.0,H
4000000087,604300,28813.8,28813.8,0.0,S
4000000087,408120,-28813.8,0.0,28813.8,H
4000000088,607550,-70.15,0.0,70.15,H
4000000088,603100,70.15,70.15,0.0,S
4000000088,408120,70.15,70.15,0.0,S
4000000088,316001,-70.15,0.0,70.15,H
4000000089,408120,-70.15,0.0,70.15,H
4000000089,607550,70.15,70.15,0.0,S
4000000089,603100,-70.15,0.0,70.15,H
4000000089,316001,70.15,70.15,0.0,S
4000000090,647600,1765.28,1765.28,0.0,S
4000000090,408120,-1765.28,0.0,1765.28,H
4000000091,408120,-1765.28,0.0,1765.28,H
4000000091,647600,1765.28,1765.28,0.0,S
4000000092,408120,-1930.78,0.0,1930.78,H
4000000092,647600,1930.78,1930.78,0.0,S
4000000093,647600,1765.28,1765.28,0.0,S
4000000093,408120,-1765.28,0.0,1765.28,H
4000000094,408120,-1677.02,0.0,1677.02,H
4000000094,647600,1677.02,1677.02,0.0,S
4000000095,647600,1.75,1.75,0.0,S
4000000095,408120,-1.75,0.0,1.75,H
4000000096,408120,-1.75,0.0,1.75,H
4000000096,647600,1.75,1.75,0.0,S
4000000097,316001,168.73,168.73,0.0,S
4000000097,603100,-168.73,0.0,168.73,H
4000000097,607550,168.73,168.73,0.0,S
4000000097,408120,-168.73,0.0,168.73,H
4000000098,622800,304.82,304.82,0.0,S
4000000098,408120,-304.82,0.0,304.82,H
4000000099,408120,-1813.85,0.0,1813.85,H
4000000099,613500,1813.85,1813.85,0.0,S
4000000100,613500,1933.79,1933.79,0.0,S
4000000100,408120,-1933.79,0.0,1933.79,H
4000000101,408120,1813.85,1813.85,0.0,S
4000000101,613500,-1813.85,0.0,1813.85,H
4000000102,408120,-7886.32,0.0,7886.32,H
4000000102,613500,7886.32,7886.32,0.0,S
4000000103,624600,5.8,5.8,0.0,S
4000000103,408120,-5.8,0.0,5.8,H
4000000104,628430,36.0,36.0,0.0,S
4000000104,408120,-36.0,0.0,36.0,H
4000000105,408120,-304.82,0.0,304.82,H
4000000105,622800,304.82,304.82,0.0,S
4000000106,408120,-119.1,0.0,119.1,H
4000000106,628430,119.1,119.1,0.0,S
4000000107,408120,-40.6,0.0,40.6,H
4000000107,624600,40.6,40.6,0.0,S
4000000108,622800,1588.0,1588.0,0.0,S
4000000108,408120,-1588.0,0.0,1588.0,H
4000000109,408120,-1873.0,0.0,1873.0,H
4000000109,604300,1873.0,1873.0,0.0,S
4000000110,408120,-556.0,0.0,556.0,H
4000000110,604300,556.0,556.0,0.0,S
4000000111,408120,-1423.26,0.0,1423.26,H
4000000111,647600,1423.26,1423.26,0.0,S
4000000112,408120,-1085.3,0.0,1085.3,H
4000000112,622800,1085.3,1085.3,0.0,S
4000000113,622800,304.82,304.82,0.0,S
4000000113,408120,-304.82,0.0,304.82,H
4000000114,408120,-1390.14,0.0,1390.14,H
4000000114,613500,1390.14,1390.14,0.0,S
4000000115,647600,1323.96,1323.96,0.0,S
4000000115,408120,-1323.96,0.0,1323.96,H
4000000116,628430,12.46,12.46,0.0,S
4000000116,408120,-12.46,0.0,12.46,H
4000000117,408120,-10.5,0.0,10.5,H
4000000117,628430,10.5,10.5,0.0,S
4000000118,316001,1.43,1.43,0.0,S
4000000118,607550,1.43,1.43,0.0,S
4000000118,408120,-4.65,0.0,4.65,H
4000000118,408120,-1.43,0.0,1.43,H
4000000118,351000,4.65,4.65,0.0,S
4000000118,603300,-4.65,0.0,4.65,H
4000000118,603100,-1.43,0.0,1.43,H
4000000118,607311,4.65,4.65,0.0,S
4000000119,408120,-304.82,0.0,304.82,H
4000000119,622800,304.82,304.82,0.0,S
4000000120,316001,70.15,70.15,0.0,S
4000000120,603100,-70.15,0.0,70.15,H
4000000120,607550,70.15,70.15,0.0,S
4000000120,408120,-70.15,0.0,70.15,H
4000000121,408120,-1588.0,0.0,1588.0,H
4000000121,622800,1588.0,1588.0,0.0,S
4000000122,647600,-1103.3,0.0,1103.3,H
4000000122,408120,1103.3,1103.3,0.0,S
4000000123,604300,5824.0,5824.0,0.0,S
4000000123,408120,-5824.0,0.0,5824.0,H
4000000124,408120,-2751.0,0.0,2751.0,H
4000000124,604300,2751.0,2751.0,0.0,S
4000000125,604300,20539.5,20539.5,0.0,S
4000000125,408120,-20539.5,0.0,20539.5,H
4000000126,408120,-304.82,0.0,304.82,H
4000000126,622800,304.82,304.82,0.0,S
4000000127,647600,1235.7,1235.7,0.0,S
4000000127,408120,-1235.7,0.0,1235.7,H
4000000128,647600,1.95,1.95,0.0,S
4000000128,408120,-1.95,0.0,1.95,H
4000000129,408120,-10.5,0.0,10.5,H
4000000129,628430,10.5,10.5,0.0,S
4000000130,408120,-270.82,0.0,270.82,H
4000000130,603100,-270.82,0.0,270.82,H
4000000130,607550,270.82,270.82,0.0,S
4000000130,316001,270.82,270.82,0.0,S
4000000131,604300,37599.5,37599.5,0.0,S
4000000131,408120,-37599.5,0.0,37599.5,H
4000000132,408120,-2312.0,0.0,2312.0,H
4000000132,604300,2312.0,2312.0,0.0,S
4000000133,604300,2312.0,2312.0,0.0,S
4000000133,408120,-2312.0,0.0,2312.0,H
4000000134,622800,304.82,304.82,0.0,S
4000000134,408120,-304.82,0.0,304.82,H
4000000135,408120,-1732.18,0.0,1732.18,H
4000000135,647600,1732.18,1732.18,0.0,S
4000000136,408120,-2.9,0.0,2.9,H
4000000136,624600,2.9,2.9,0.0,S
4000000137,628430,18.9,18.9,0.0,S
4000000137,408120,-18.9,0.0,18.9,H
4000000138,622800,1588.0,1588.0,0.0,S
4000000138,408120,-1588.0,0.0,1588.0,H
4000000139,408120,-5.25,0.0,5.25,H
4000000139,647600,5.25,5.25,0.0,S
4000000140,604300,12409.0,12409.0,0.0,S
4000000140,408120,-12409.0,0.0,12409.0,H
4000000141,613500,2826.11,2826.11,0.0,S
4000000141,408120,-2826.11,0.0,2826.11,H
4000000142,408120,-1590.04,0.0,1590.04,H
4000000142,613500,1590.04,1590.04,0.0,S
4000000143,613500,7387.67,7387.67,0.0,S
4000000143,408120,-7387.67,0.0,7387.67,H
4000000144,603100,-87.51,0.0,87.51,H
4000000144,607311,23.03,23.03,0.0,S
4000000144,607550,87.51,87.51,0.0,S
4000000144,351000,23.03,23.03,0.0,S
4000000144,408120,-23.03,0.0,23.03,H
4000000144,408120,-87.51,0.0,87.51,H
4000000144,316001,87.51,87.51,0.0,S
4000000144,603300,-23.03,0.0,23.03,H
4000000145,316001,2.86,2.86,0.0,S
4000000145,408120,-70.15,0.0,70.15,H
4000000145,607550,7.46,7.46,0.0,S
4000000145,603100,-70.15,0.0,70.15,H
4000000145,603100,-7.46,0.0,7.46,H
4000000145,607311,9.3,9.3,0.0,S
4000000145,408120,-9.3,0.0,9.3,H
4000000145,316001,7.46,7.46,0.0,S
4000000145,607550,2.86,2.86,0.0,S
4000000145,316001,70.15,70.15,0.0,S
4000000145,607550,70.15,70.15,0.0,S
4000000145,603300,-9.3,0.0,9.3,H
4000000145,603100,-2.86,0.0,2.86,H
4000000145,408120,-2.86,0.0,2.86,H
4000000145,408120,-7.46,0.0,7.46,H
4000000145,351000,9.3,9.3,0.0,S
4000000146,607550,242.26,242.26,0.0,S
4000000146,408120,-391.51,0.0,391.51,H
4000000146,408120,-242.26,0.0,242.26,H
4000000146,408120,-1774.95,0.0,1774.95,H
4000000146,316001,242.26,242.26,0.0,S
4000000146,607311,391.51,391.51,0.0,S
4000000146,603300,-1774.95,0.0,1774.95,H
4000000146,603300,-391.51,0.0,391.51,H
4000000146,351000,391.51,391.51,0.0,S
4000000146,351000,1774.95,1774.95,0.0,S
4000000146,607311,1774.95,1774.95,0.0,S
4000000146,603100,-242.26,0.0,242.26,H
4000000147,408120,-304.82,0.0,304.82,H
4000000147,622800,304.82,304.82,0.0,S
4000000148,647600,1765.28,1765.28,0.0,S
4000000148,408120,-1765.28,0.0,1765.28,H
4000000149,316001,70.15,70.15,0.0,S
4000000149,607550,70.15,70.15,0.0,S
4000000149,408120,-70.15,0.0,70.15,H
4000000149,603100,-70.15,0.0,70.15,H
4000000150,408120,-44.09,0.0,44.09,H
4000000150,628430,44.09,44.09,0.0,S
4100000051,445710,-4.32,0.0,4.32,H
4100000051,408120,18.78,18.78,0.0,S
4100000051,445630,4.32,4.32,0.0,S
4100000051,401400,-18.78,0.0,18.78,H
4100000052,445360,83.28,83.28,0.0,S
4100000052,408120,362.08,362.08,0.0,S
4100000052,401400,-362.08,0.0,362.08,H
4100000052,445310,-83.28,0.0,83.28,H
4100000053,401100,-2227.84,0.0,2227.84,H
4100000053,613200,1811.25,1811.25,0.0,S
4100000053,445620,416.59,416.59,0.0,S
4100000054,401100,-870.0,0.0,870.0,H
4100000054,613200,707.32,707.32,0.0,S
4100000054,445620,162.68,162.68,0.0,S
4100000055,401100,-2215.11,0.0,2215.11,H
4100000055,613200,1800.9,1800.9,0.0,S
4100000055,445620,414.21,414.21,0.0,S
4100000056,408120,295.66,295.66,0.0,S
4100000056,401400,-295.66,0.0,295.66,H
4100000057,645700,207.17,207.17,0.0,S
4100000057,401100,-207.17,0.0,207.17,H
4100000058,645700,124.77,124.77,0.0,S
4100000058,401100,-124.77,0.0,124.77,H
4100000059,645700,1009.81,1009.81,0.0,S
4100000059,401100,-1009.81,0.0,1009.81,H
4100000060,401100,-6587.72,0.0,6587.72,H
4100000060,645700,5000.0,5000.0,0.0,S
4100000060,645700,1587.72,1587.72,0.0,S
4100000061,645700,170.82,170.82,0.0,S
4100000061,401100,-170.82,0.0,170.82,H
4100000062,401100,-65.73,0.0,65.73,H
4100000062,645700,65.73,65.73,0.0,S
4100000063,645700,316.1,316.1,0.0,S
4100000063,401100,-316.1,0.0,316.1,H
4100000064,401100,-316.1,0.0,316.1,H
4100000064,645700,316.1,316.1,0.0,S
4100000065,445620,173.88,173.88,0.0,S
4100000065,401100,-929.88,0.0,929.88,H
4100000065,408120,756.0,756.0,0.0,S
4100000066,408120,756.0,756.0,0.0,S
4100000066,401100,-929.88,0.0,929.88,H
4100000066,445620,173.88,173.88,0.0,S
4100000067,401100,-190.5,0.0,190.5,H
4100000067,645700,190.5,190.5,0.0,S
4100000068,401100,-2238.6,0.0,2238.6,H
4100000068,613200,1820.0,1820.0,0.0,S
4100000068,445620,418.6,418.6,0.0,S
4100000069,401100,-30.0,0.0,30.0,H
4100000069,633300,30.0,30.0,0.0,S
4100000070,401400,-304.82,0.0,304.82,H
4100000070,408120,304.82,304.82,0.0,S
4100000071,408120,1.75,1.75,0.0,S
4100000071,445620,0.4,0.4,0.0,S
4100000071,401100,-2.15,0.0,2.15,H
4100000072,408120,1544.62,1544.62,0.0,S
4100000072,647600,4.62,4.62,0.0,S
4100000072,401100,-1545.68,0.0,1545.68,H
4100000072,647600,-4.62,0.0,4.62,H
4100000072,445620,1.06,1.06,0.0,S
4100000073,445620,1.06,1.06,0.0,S
4100000073,408120,1544.62,1544.62,0.0,S
4100000073,647600,-4.62,0.0,4.62,H
4100000073,647600,4.62,4.62,0.0,S
4100000073,401100,-1545.68,0.0,1545.68,H
4100000074,401100,-1324.87,0.0,1324.87,H
4100000074,445620,0.91,0.91,0.0,S
4100000074,408120,1103.3,1103.3,0.0,S
4100000074,408120,220.66,220.66,0.0,S
4100000075,445620,0.91,0.91,0.0,S
4100000075,408120,220.66,220.66,0.0,S
4100000075,408120,1103.3,1103.3,0.0,S
4100000075,401100,-1324.87,0.0,1324.87,H
4100000076,408120,386.16,386.16,0.0,S
4100000076,401100,-1490.49,0.0,1490.49,H
4100000076,408120,1103.3,1103.3,0.0,S
4100000076,445620,1.03,1.03,0.0,S
4100000077,626130,391.59,391.59,0.0,S
4100000077,445620,89.69,89.69,0.0,S
4100000077,401100,-481.28,0.0,481.28,H
4100000078,445620,47.07,47.07,0.0,S
4100000078,626130,207.9,207.9,0.0,S
4100000078,401100,-254.97,0.0,254.97,H
4100000079,645700,116.39,116.39,0.0,S
4100000079,401100,-116.39,0.0,116.39,H
4100000080,486004,93.01,93.01,0.0,S
4100000080,645700,1050.81,1050.81,0.0,S
4100000080,401100,-1143.82,0.0,1143.82,H
4100000081,401100,-506.6,0.0,506.6,H
4100000081,645700,506.6,506.6,0.0,S
4100000082,401100,-65.73,0.0,65.73,H
4100000082,645700,65.73,65.73,0.0,S
4100000083,401100,-316.1,0.0,316.1,H
4100000083,645700,316.1,316.1,0.0,S
4100000084,645700,316.1,316.1,0.0,S
4100000084,401100,-316.1,0.0,316.1,H
4100000085,613200,1800.0,1800.0,0.0,S
4100000085,401100,-2214.0,0.0,2214.0,H
4100000085,445620,414.0,414.0,0.0,S
4100000086,445360,1.73,1.73,0.0,S
4100000086,401400,-7.52,0.0,7.52,H
4100000086,445310,-1.73,0.0,1.73,H
4100000086,648000,7.52,7.52,0.0,S
4100000087,401100,-30.0,0.0,30.0,H
4100000087,633300,30.0,30.0,0.0,S
4100000088,401100,-51.66,0.0,51.66,H
4100000088,647500,51.66,51.66,0.0,S
4100000089,401400,-7.52,0.0,7.52,H
4100000089,445360,1.73,1.73,0.0,S
4100000089,445310,-1.73,0.0,1.73,H
4100000089,648000,7.52,7.52,0.0,S
4100000090,445360,1.73,1.73,0.0,S
4100000090,445310,-1.73,0.0,1.73,H
4100000090,401400,-7.52,0.0,7.52,H
4100000090,648000,7.52,7.52,0.0,S
4100000091,645700,609.64,609.64,0.0,S
4100000091,401100,-609.64,0.0,609.64,H
4100000092,401100,-381.83,0.0,381.83,H
4100000092,645700,381.83,381.83,0.0,S
4100000093,445620,2739.02,2739.02,0.0,S
4100000093,401100,-14647.8,0.0,14647.8,H
4100000093,408120,11908.78,11908.78,0.0,S
4100000094,408120,304.82,304.82,0.0,S
4100000094,401400,-304.82,0.0,304.82,H
4100000095,613200,1800.0,1800.0,0.0,S
4100000095,401100,-2214.0,0.0,2214.0,H
4100000095,445620,414.0,414.0,0.0,S
4100000096,408120,794.0,794.0,0.0,S
4100000096,445620,182.62,182.62,0.0,S
4100000096,401100,-976.62,0.0,976.62,H
4100000097,401100,-976.62,0.0,976.62,H
4100000097,408120,794.0,794.0,0.0,S
4100000097,445620,182.62,182.62,0.0,S
4100000098,445620,182.62,182.62,0.0,S
4100000098,408120,794.0,794.0,0.0,S
4100000098,401100,-976.62,0.0,976.62,H
4100000099,408120,794.0,794.0,0.0,S
4100000099,445620,182.62,182.62,0.0,S
4100000099,401100,-976.62,0.0,976.62,H
4100000100,408120,304.82,304.82,0.0,S
4100000100,401400,-304.82,0.0,304.82,H
4100000101,401400,-31734.12,0.0,31734.12,H
4100000101,445620,5934.02,5934.02,0.0,S
4100000101,408120,25800.1,25800.1,0.0,S
4100000102,408120,6143.39,6143.39,0.0,S
4100000102,401100,-7556.37,0.0,7556.37,H
4100000102,445620,1412.98,1412.98,0.0,S
4100000103,445620,1821.93,1821.93,0.0,S
4100000103,401100,-9743.36,0.0,9743.36,H
4100000103,408120,7921.43,7921.43,0.0,S
4100000104,401100,74.42,74.42,0.0,S
4100000104,445620,-13.92,0.0,13.92,H
4100000104,408120,-60.5,0.0,60.5,H
4100000105,408120,146.1,146.1,0.0,S
4100000105,401100,-179.7,0.0,179.7,H
4100000105,445620,33.6,33.6,0.0,S
4100000106,401100,-560.14,0.0,560.14,H
4100000106,445620,104.74,104.74,0.0,S
4100000106,408120,455.4,455.4,0.0,S
4100000107,645700,73.55,73.55,0.0,S
4100000107,401100,-73.55,0.0,73.55,H
4100000108,401100,-30.25,0.0,30.25,H
4100000108,645700,30.25,30.25,0.0,S
4100000109,645700,65.73,65.73,0.0,S
4100000109,401100,-65.73,0.0,65.73,H
4100000110,401100,-65.73,0.0,65.73,H
4100000110,645700,65.73,65.73,0.0,S
4100000111,401100,885.7,885.7,0.0,S
4100000111,645700,-885.7,0.0,885.7,H
4100000112,401400,-7.52,0.0,7.52,H
4100000112,445310,-1.73,0.0,1.73,H
4100000112,445360,1.73,1.73,0.0,S
4100000112,648000,7.52,7.52,0.0,S
4100000113,408120,19.8,19.8,0.0,S
4100000113,401100,-24.35,0.0,24.35,H
4100000113,445620,4.55,4.55,0.0,S
4100000114,445710,-5.23,0.0,5.23,H
4100000114,401400,-22.72,0.0,22.72,H
4100000114,445630,5.23,5.23,0.0,S
4100000114,607000,3.94,3.94,0.0,S
4100000114,408120,18.78,18.78,0.0,S
4100000115,401100,-2214.25,0.0,2214.25,H
4100000115,613200,1800.2,1800.2,0.0,S
4100000115,445620,414.05,414.05,0.0,S
4100000116,408120,10.5,10.5,0.0,S
4100000116,445620,2.42,2.42,0.0,S
4100000116,401100,-12.92,0.0,12.92,H
4100000117,401100,-128.53,0.0,128.53,H
4100000117,645700,128.53,128.53,0.0,S
4100000118,648000,62.08,62.08,0.0,S
4100000118,648000,178.75,178.75,0.0,S
4100000118,648000,108.3,108.3,0.0,S
4100000118,648000,60.67,60.67,0.0,S
4100000118,401400,-409.8,0.0,409.8,H
4100000119,401100,186.93,186.93,0.0,S
4100000119,645700,-186.93,0.0,186.93,H
4100000120,401100,-43.3,0.0,43.3,H
4100000120,445620,8.1,8.1,0.0,S
4100000120,408120,35.2,35.2,0.0,S
4100000121,401100,-127.72,0.0,127.72,H
4100000121,408120,103.84,103.84,0.0,S
4100000121,445620,23.88,23.88,0.0,S
4100000122,408120,304.82,304.82,0.0,S
4100000122,401400,-304.82,0.0,304.82,H
4100000123,645700,441.56,441.56,0.0,S
4100000123,401100,-441.56,0.0,441.56,H
4100000124,401100,-976.62,0.0,976.62,H
4100000124,408120,794.0,794.0,0.0,S
4100000124,445620,182.62,182.62,0.0,S
4100000125,445620,162.68,162.68,0.0,S
4100000125,613200,707.32,707.32,0.0,S
4100000125,401100,-870.0,0.0,870.0,H
4100000126,408120,28813.8,28813.8,0.0,S
