journal_entry_id,line_description,gl_account_number,debit_amount,credit_amount
34201,SUMINISTROS ,6280000.0,352.58 ,
34201,HDA.P.IVA SOPORTADO      ,4720000.0,74.04 ,
34201,ENDESA ENERGIA. S.A.,4000068.0,,426.62 
34202,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,,8.384.49 
34202,SERV.PROFES.INDEPENDIENT.,6230000.0,6.929.33 ,
34202,HDA.P.IVA SOPORTADO      ,4720000.0,1.455.16 ,
34203,BUNZL DISTRIBUTION SPAIN. S.A.,4000222.0,,1.123.41 
34203,HDA.P.IVA SOPORTADO      ,4720000.0,194.97 ,
34203,MATERIAL DE OFICINA      ,6292000.0,928.44 ,
34204,MOMNOON ECOFF. S.L.,4000734.0,,521.08 
34204,HDA.P.IVA SOPORTADO      ,4720000.0,47.37 ,
34204,ALIMENTACIÓN,6291900.0,473.71 ,
34205,HDA.P.IVA REPERCUTIDO    ,4770000.0,,13.125.00 
34205,STJ ADVISORS GROUP LIMITED,6070419.0,62.500.00 ,
34205,STJ ADVISORS GROUP LIMITED,4100419.0,,62.500.00 
34205,HDA.P.IVA SOPORTADO      ,4720000.0,13.125.00 ,
34206,S&P GLOBAL MARKET INTELLIGENCE. LLC,4000818.0,,22.287.50 
34206,INFORMACION BASES DE DATOS,6291200.0,22.287.50 ,
34206,HDA.P.IVA REPERCUTIDO    ,4770000.0,,4.680.38 
34206,HDA.P.IVA SOPORTADO      ,4720000.0,4.680.38 ,
34207,SEMOLA RESTAURACION. S.L.,4100127.0,,1.970.40 
34207,HDA.P.IVA SOPORTADO      ,4720000.0,179.13 ,
34207,COMIDAS EMPLEADOS,6292100.0,1.791.27 ,
34208,MATERIAL DE OFICINA      ,6292000.0,41.31 ,
34208,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,,49.99 
34208,HDA.P.IVA SOPORTADO      ,4720000.0,8.68 ,
34209,RICOH ESPAÑA. S.L.,4000040.0,,2.597.04 
34209,HDA.P.IVA SOPORTADO      ,4720000.0,450.73 ,
34209,ARRENDAMIENTOS           ,6210000.0,2.146.31 ,
34210,ARRENDAMIENTOS           ,6210000.0,55.10 ,
34210,RICOH ESPAÑA. S.L.,4000040.0,,66.67 
34210,HDA.P.IVA SOPORTADO      ,4720000.0,11.57 ,
34211,CXIOME ESPAÑA. S.A.,4000169.0,,5.496.93 
34211,MANTENIMIENTO SOFTWARE,6221000.0,4.542.92 ,
34211,HDA.P.IVA SOPORTADO      ,4720000.0,954.01 ,
34212,HDA.P.IVA SOPORTADO      ,4720000.0,956.52 ,
34212,MANTENIMIENTO SOFTWARE,6221000.0,4.554.86 ,
34212,PRODWARE SPAIN,4000211.0,,5.511.38 
34213,ARRENDAMIENTOS           ,6210000.0,50.98 ,
34213,SIEMENS RENTING. S.A.,4000543.0,,61.69 
34213,HDA.P.IVA SOPORTADO      ,4720000.0,10.71 ,
34214,CULLIGAN WATER SPAIN. S.L.,4000417.0,,97.89 
34214,HDA.P.IVA SOPORTADO      ,4720000.0,16.99 ,
34214,ALIMENTACIÓN,6291900.0,80.90 ,
34215,ALIMENTACIÓN,6291900.0,54.28 ,
34215,CULLIGAN WATER SPAIN. S.L.,4000417.0,,65.68 
34215,HDA.P.IVA SOPORTADO      ,4720000.0,11.40 ,
34216,UBER. B.V. / AEROCITY. S.L.,4000703.0,,1.136.13 
34216,HDA.P.IVA SOPORTADO      ,4720000.0,93.61 ,
34216,TRANSPORTES              ,6240000.0,1.042.52 ,
34217,HDA.P.IVA REPERCUTIDO    ,4770000.0,,4.20 
34217,OTROS SERVICIOS          ,6290000.0,19.99 ,
34217,HDA.P.IVA SOPORTADO      ,4720000.0,4.20 ,
34217,ADOBE SYSTEMS SOFTWARE,4000117.0,,19.99 
34218,PORTIER EATS SPAIN. S.L.,4000647.0,,6.236.86 
34218,HDA.P.IVA SOPORTADO      ,4720000.0,97.70 ,
34218,COMIDAS EMPLEADOS,6292100.0,6.139.16 ,
34219,CABIFY ESPAÑA. S.A.,4000217.0,,1.178.96 
34219,HDA.P.IVA SOPORTADO      ,4720000.0,107.18 ,
34219,TRANSPORTES              ,6240000.0,1.071.78 ,
34220,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,,2.296.34 
34220,HDA.P.IVA SOPORTADO      ,4720000.0,398.54 ,
34220,ARRENDAMIENTOS           ,6210000.0,1.897.80 ,
34221,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001.0,8.917.77 ,
34221,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,,10.790.50 
34221,HDA.P.IVA SOPORTADO      ,4720000.0,1.872.73 ,
34222,OTROS SERVICIOS          ,6290000.0,55.52 ,
34222,HDA.P.IVA SOPORTADO      ,4720000.0,11.66 ,
34222,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,,67.18 
34223,ARRENDAMIENTOS           ,6210000.0,154.44 ,
34223,HDA.P.IVA SOPORTADO      ,4720000.0,32.43 ,
34223,JOSEL S.L.U.,4000187.0,,186.87 
34224,JOSEL S.L.U.,4000187.0,,186.87 
34224,ARRENDAMIENTOS           ,6210000.0,154.44 ,
34224,HDA.P.IVA SOPORTADO      ,4720000.0,32.43 ,
34225,ARRENDAMIENTOS           ,6210000.0,154.44 ,
34225,JOSEL S.L.U.,4000187.0,,186.87 
34225,HDA.P.IVA SOPORTADO      ,4720000.0,32.43 ,
34226,JOSEL S.L.U.,4000187.0,,121.00 
34226,HDA.P.IVA SOPORTADO      ,4720000.0,21.00 ,
34226,ARRENDAMIENTOS           ,6210000.0,100.00 ,
34227,ARRENDAMIENTOS           ,6210000.0,100.00 ,
34227,JOSEL S.L.U.,4000187.0,,121.00 
34227,HDA.P.IVA SOPORTADO      ,4720000.0,21.00 ,
34228,ARRENDAMIENTOS           ,6210000.0,100.00 ,
34228,HDA.P.IVA SOPORTADO      ,4720000.0,21.00 ,
34228,JOSEL S.L.U.,4000187.0,,121.00 
34229,CXIOME ESPAÑA. S.A.,4000169.0,,4.654.06 
34229,HDA.P.IVA SOPORTADO      ,4720000.0,807.73 ,
34229,EQUIPOS PROCESOS INFORM. ,2170000.0,3.846.33 ,
34231,EQUIPOS PROCESOS INFORM. ,2170000.0,-3.846.33 ,
34231,HDA.P.IVA SOPORTADO      ,4720000.0,-807.73 ,
34231,CXIOME ESPAÑA. S.A.,4000169.0,,-4.654.06 
34232,HDA.P.IVA SOPORTADO      ,4720000.0,295.61 ,
34232,CXIOME ESPAÑA. S.A.,4000169.0,,1.703.26 
34232,EQUIPOS PROCESOS INFORM. ,2170000.0,1.407.65 ,
34233,MANTENIMIENTO SOFTWARE,6221000.0,2.438.68 ,
34233,HDA.P.IVA SOPORTADO      ,4720000.0,512.12 ,
34233,CXIOME ESPAÑA. S.A.,4000169.0,,2.950.80 
34234,SERV.PROFES.INDEPENDIENT.,6230000.0,320.00 ,
34234,HDA.P.IVA SOPORTADO      ,4720000.0,67.20 ,
34234,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,,387.20 
34235,SERV.PROFES.INDEPENDIENT.,6230000.0,18.750.00 ,
34235,HDA.P.IVA SOPORTADO      ,4720000.0,3.937.50 ,
34235,M&A INVESTMENT NETWORK. S.L.,4000710.0,,22.687.50 
34236,SERV.PROFES.INDEPENDIENT.,6230000.0,84.000.00 ,
34236,HDA.P.IVA SOPORTADO      ,4720000.0,17.640.00 ,
34236,M&A INVESTMENT NETWORK. S.L.,4000710.0,,101.640.00 
34237,SERV.PROFES.INDEPENDIENT.,6230000.0,2.400.00 ,
34237,HDA.P.IVA SOPORTADO      ,4720000.0,504.00 ,
34237,MARTINEZ FERRANDO Y ASOC.,4000003.0,,2.904.00 
34240,HDA.P.IVA SOPORTADO      ,4720000.0,15.47 ,
34240,M.CHOCOLATE. S.L.,4000838.0,,188.00 
34240,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,172.53 ,
34241,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,,756.44 
34241,PRIMAS DE SEGUROS        ,6250000.0,756.44 ,
34242,OTROS SERVICIOS          ,6290000.0,18.34 ,
34242,MAILCHIMP/GROUP LLC,4000684.0,,18.34 
34243,COMUNICACIONES (TELEFONO),6281000.0,277.73 ,
34243,HDA.P.IVA SOPORTADO      ,4720000.0,58.32 ,
34243,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,,336.05 
34244,HDA.P.IVA SOPORTADO      ,4720000.0,525.91 ,
34244,COMUNICACIONES (TELEFONO),6281000.0,2.504.33 ,
34244,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,,3.030.24 
34245,COMUNICACIONES (TELEFONO),6281000.0,92.50 ,
34245,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,,111.93 
34245,HDA.P.IVA SOPORTADO      ,4720000.0,19.43 ,
34246,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,,524.05 
34246,HDA.P.IVA SOPORTADO      ,4720000.0,90.95 ,
34246,COMUNICACIONES (TELEFONO),6281000.0,433.10 ,
34247,OTROS SERVICIOS          ,6290000.0,1.097.04 ,
34247,MACABACUS. INC,4000436.0,,1.097.04 
34248,HDA.P.IVA REPERCUTIDO    ,4770000.0,,4.20 
34248,ADOBE SYSTEMS SOFTWARE,4000117.0,,19.99 
34248,HDA.P.IVA SOPORTADO      ,4720000.0,4.20 ,
34248,OTROS SERVICIOS          ,6290000.0,19.99 ,
34249,INFORMACION BASES DE DATOS,6291200.0,67.02 ,
34249,BLOOMBERG ,4000228.0,,67.02 
34250,PODIUM DESIGNS,4000389.0,,2.269.97 
34250,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,2.269.97 ,
34250,HDA.P.IVA SOPORTADO      ,4720000.0,476.69 ,
34250,HDA.P.IVA REPERCUTIDO    ,4770000.0,,476.69 
34251,INFORMACION BASES DE DATOS,6291200.0,7.180.47 ,
34251,BLOOMBERG ,4000228.0,,7.180.47 
34252,GUARCONSA. S.A.,4100159.0,,152.63 
34252,HDA.P.IVA SOPORTADO      ,4720000.0,26.49 ,
34252,REPARACIONES Y CONSERVAC.,6220000.0,126.14 ,
34253,HDA.P.IVA SOPORTADO      ,4720000.0,2.50 ,
34253,MATERIAL DE OFICINA      ,6292000.0,11.89 ,
34253,BEAUTY EXPO LIMITED,4000846.0,,11.89 
34253,HDA.P.IVA REPERCUTIDO    ,4770000.0,,2.50 
34254,HOTEL HEROE DE SOSTOA 17. S.L.,4000848.0,,219.49 
34254,HDA.P.IVA SOPORTADO      ,4720000.0,19.95 ,
34254,GASTOS DE VIAJE          ,6291000.0,199.54 ,
34255,HDA.P.IVA SOPORTADO      ,4720000.0,20.35 ,
34255,REPARACIONES Y CONSERVAC.,6220000.0,96.92 ,
34255,HDA.P.IVA REPERCUTIDO    ,4770000.0,,20.35 
34255,SARL DANROCHE AU,4000847.0,,96.92 
34256,HDA.P.IVA SOPORTADO      ,4720000.0,473.34 ,
34256,RX FRANCE,4000836.0,,2.254.00 
34256,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,2.254.00 ,
34256,HDA.P.IVA REPERCUTIDO    ,4770000.0,,473.34 
34257,INVERSIONES NARON 2003. S.L.,4000849.0,,35.90 
34257,HDA.P.IVA SOPORTADO      ,4720000.0,4.34 ,
34257,GASTOS DE VIAJE          ,6291000.0,31.56 ,
34258,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS. S.A.,4000280.0,,45.51 
34258,HDA.P.IVA SOPORTADO      ,4720000.0,7.90 ,
34258,OTROS SERVICIOS          ,6290000.0,37.61 ,
34259,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34259,CARLOS TELLEZ ISLA,4100018.0,,26.973.27 
34259,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34259,CARLOS TELLEZ,6070018.0,25.446.48 ,
34260,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34260,ENRIQUE SALAMERO LAORDEN,4100364.0,,26.973.27 
34260,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34260,ENRIQUE SALAMERO LARODEN,6070364.0,25.446.48 ,
34261,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34261,ENRIQUE UGALDE REBOLLO,6070025.0,25.446.48 ,
34261,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34261,ENRIQUE UGALDE REBOLLO,4100025.0,,26.973.27 
34262,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34262,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34262,FERNANDO SEBASTIAN SANZ,4100016.0,,26.973.27 
34262,FERNANDO SEBASTIAN,6070016.0,25.446.48 ,
34263,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34263,FRANCISCO BOADA ROS,4100366.0,,26.973.27 
34263,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34263,FRANCISCO BOADA ROS,6070366.0,25.446.48 ,
34264,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34264,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34264,JAVIER JULIA CORUJO,6070365.0,25.446.48 ,
34264,JAVIER JULIA CORUJO,4100365.0,,26.973.27 
34265,LUCAYA FORCADA. JORGE FRANCISCO,6070189.0,54.816.67 ,
34265,HDA.P.IVA SOPORTADO      ,4720000.0,11.511.50 ,
34265,HDA.P. RETENCION PROFESIONALES,4751300.0,,8.222.50 
34265,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,,58.105.67 
34266,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34266,VICTOR MATA BATLLE,4100011.0,,26.973.27 
34266,VICTOR MATA,6070011.0,25.446.48 ,
34266,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34267,XAVIER ESCUDERO RAFAS,4100009.0,,26.973.27 
34267,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34267,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34267,XAVIER ESCUDERO,6070009.0,25.446.48 ,
34268,JUAN GONZALEZ PEDROL,6070436.0,25.446.48 ,
34268,JUAN GONZALEZ PEDROL,4100436.0,,26.973.27 
34268,HDA.P.IVA SOPORTADO      ,4720000.0,5.343.76 ,
34268,HDA.P. RETENCION PROFESIONALES,4751300.0,,3.816.97 
34269,VISAS,5200001.0,,75.60 
34269,AUARA EMPRESA SOCIAL,4000697.0,75.60 ,
34270,VISAS,5200001.0,,12.09 
34270,FREEPIK COMPANY. S.L.,4000665.0,12.09 ,
34271,VISAS,5200001.0,,19.99 
34271,ADOBE SYSTEMS SOFTWARE,4000117.0,19.99 ,
34272,M.CHOCOLATE. S.L.,4000838.0,188.00 ,
34272,VISAS,5200001.0,,188.00 
34273,VISAS,5200001.0,,18.34 
34273,MAILCHIMP/GROUP LLC,4000684.0,18.34 ,
34274,ADOBE SYSTEMS SOFTWARE,4000117.0,19.99 ,
34274,VISAS,5200001.0,,19.99 
34275,VISAS,5200001.0,,1.097.04 
34275,MACABACUS. INC,4000436.0,1.097.04 ,
34276,VISAS,5200001.0,,152.63 
34276,GUARCONSA. S.A.,4100159.0,152.63 ,
34277,SARL DANROCHE AU,4000847.0,96.92 ,
34277,VISAS,5200001.0,,96.92 
34278,VISAS,5200001.0,,2.254.00 
34278,RX FRANCE,4000836.0,2.254.00 ,
34279,VISAS,5200001.0,,219.49 
34279,HOTEL HEROE DE SOSTOA 17. S.L.,4000848.0,219.49 ,
34280,INVERSIONES NARON 2003. S.L.,4000849.0,35.90 ,
34280,VISAS,5200001.0,,35.90 
34281,VISAS,5200001.0,,45.51 
34281,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS. S.A.,4000280.0,45.51 ,
34282,LA CAIXA 81270,5720700.0,,10.557.47 
34282,VISAS,5200001.0,10.557.47 ,
34283,OTROS INGRE.FINANC.(C.C.),7690000.0,,9.298.45 
34283,LA CAIXA 81270,5720700.0,9.298.45 ,
34284,LA CAIXA 81270,5720700.0,,1.766.71 
34284,HDA.P.RETENC.Y PAGO A CTA,4730000.0,1.766.71 ,
34285,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3.030.24 ,
34285,LA CAIXA 81270,5720700.0,,3.030.24 
34286,LA CAIXA 81270,5720700.0,,336.05 
34286,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,336.05 ,
34287,LA CAIXA 81270,5720700.0,,420.00 
34287,BOANSA GESTION. S.L.,4000654.0,420.00 ,
34288,BOANSA GESTION. S.L.,4000654.0,420.00 ,
34288,LA CAIXA 81270,5720700.0,,420.00 
34289,LA CAIXA 81270,5720700.0,,6.00 
34289,OTROS GASTOS SOCIALES    ,6490000.0,6.00 ,
34290,JOSEL S.L.U.,4000187.0,121.00 ,
34290,LA CAIXA 81270,5720700.0,,121.00 
34291,JOSEL S.L.U.,4000187.0,121.00 ,
34291,LA CAIXA 81270,5720700.0,,121.00 
34292,JOSEL S.L.U.,4000187.0,121.00 ,
34292,LA CAIXA 81270,5720700.0,,121.00 
34293,LA CAIXA 81270,5720700.0,,186.87 
34293,JOSEL S.L.U.,4000187.0,186.87 ,
34294,LA CAIXA 81270,5720700.0,,186.87 
34294,JOSEL S.L.U.,4000187.0,186.87 ,
34295,LA CAIXA 81270,5720700.0,,186.87 
34295,JOSEL S.L.U.,4000187.0,186.87 ,
34296,LA CAIXA 81270,5720700.0,,472.08 
34296,PMC GRUP,4000208.0,472.08 ,
34297,LA CAIXA 81270,5720700.0,,626.52 
34297,LYRECO ESPAÑA..S.A.,4100111.0,626.52 ,
34298,PRODWARE SPAIN,4000211.0,5.577.50 ,
34298,LA CAIXA 81270,5720700.0,,5.577.50 
34299,SERVICIOS BANCARIOS      ,6260000.0,8.00 ,
34299,LA CAIXA 81270,5720700.0,,8.00 
343,Retencion Administrador,4751600.0,175.00 ,
343,HDA. P.ACREED.RETENCIONES,4751000.0,,175.00 
34300,LA CAIXA 81270,5720700.0,,47.74 
34300,INMOBILIARIA COLONIAL. S.A.,4100186.0,47.74 ,
34301,LA CAIXA 81270,5720700.0,,8.000.00 
34301,GRASP RESEARCH AB,4000853.0,8.000.00 ,
34302,LA CAIXA 81270,5720700.0,,689.00 
34302,ECOVADIS. S.A.S.,4000454.0,689.00 ,
34303,PANCRACIO CHOCOLATES. S.A.,4000817.0,8.062.34 ,
34303,LA CAIXA 81270,5720700.0,,8.062.34 
34304,LA CAIXA 81270,5720700.0,,1.178.96 
34304,CABIFY ESPAÑA. S.A.,4000217.0,1.178.96 ,
34305,LA CAIXA 81270,5720700.0,,96.88 
34305,IBAÑEZ LLUNDAIN. ANA MARIA,4000526.0,96.88 ,
34306,LA CAIXA 81270,5720700.0,,387.20 
34306,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,387.20 ,
34307,REFINITIV. S.L.,4100059.0,16.661.70 ,
34307,LA CAIXA 81270,5720700.0,,16.661.70 
34308,RAMS COURIER. S.L.,4000698.0,131.24 ,
34308,LA CAIXA 81270,5720700.0,,131.24 
34309,PILLALOS TIAYDE. S.L.,4000619.0,4.090.50 ,
34309,LA CAIXA 81270,5720700.0,,4.090.50 
34310,LA CAIXA 81270,5720700.0,,67.18 
34310,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,67.18 ,
34311,LA CAIXA 81270,5720700.0,,300.00 
34311,Anticipo cena Navidad,4070001.0,300.00 ,
34312,CHATEAUFORM ESPAÑA. S.A.U.,4000840.0,2.884.64 ,
34312,LA CAIXA 81270,5720700.0,,2.884.64 
34313,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520.0,368.51 ,
34313,LA CAIXA 81270,5720700.0,,368.51 
34314,M&A INVESTMENT NETWORK. S.L.,4000710.0,22.687.50 ,
34314,LA CAIXA 81270,5720700.0,,22.687.50 
34315,AFI,4100215.0,4.204.44 ,
34315,LA CAIXA 81270,5720700.0,,4.204.44 
34316,LA CAIXA 81270,5720700.0,,756.44 
34316,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,756.44 ,
34317,LA CAIXA 81270,5720700.0,,730.00 
34317,OTROS GASTOS SOCIALES    ,6490000.0,730.00 ,
34318,LA CAIXA 81270,5720700.0,,2.296.34 
34318,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,2.296.34 ,
34319,LA CAIXA 81270,5720700.0,,3.706.47 
34319,MULTIANAU. S.L.,4000220.0,3.706.47 ,
34320,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,10.790.50 ,
34320,LA CAIXA 81270,5720700.0,,10.790.50 
34321,LA CAIXA 81270,5720700.0,,16.67 
34321,SERVICIOS BANCARIOS      ,6260000.0,16.67 ,
34322,LA CAIXA 81270,5720700.0,100.00 ,
34322,CIRCULO ECUESTRE,4000094.0,,100.00 
34323,LA CAIXA 81270,5720700.0,100.00 ,
34323,CIRCULO ECUESTRE,4000094.0,,100.00 
34324,LA CAIXA 81270,5720700.0,100.00 ,
34324,CIRCULO ECUESTRE,4000094.0,,100.00 
34325,LA CAIXA 81270,5720700.0,48.400.00 ,
34325,PROPAMSA. S.A.,4300202.0,,48.400.00 
34326,LA CAIXA 81270,5720700.0,,258.78 
34326,INMOBILIARIA COLONIAL. S.A.,4100186.0,258.78 ,
34327,INMOBILIARIA COLONIAL. S.A.,4100186.0,28.210.22 ,
34327,LA CAIXA 81270,5720700.0,,28.210.22 
34328,LA CAIXA 81270,5720700.0,,119.87 
34328,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403.0,119.87 ,
34329,SERVICIOS BANCARIOS      ,6260000.0,7.07 ,
34329,LA CAIXA 81270,5720700.0,,7.07 
34331,SERVICIOS BANCARIOS      ,6260000.0,8.59 ,
34331,LA CAIXA 81270,5720700.0,,8.59 
34332,STJ ADVISORS GROUP LIMITED,4100419.0,5.729.27 ,
34332,LA CAIXA 81270,5720700.0,,5.729.27 
34333,SERVICIOS BANCARIOS      ,6260000.0,3.40 ,
34333,LA CAIXA 81270,5720700.0,,3.40 
34334,LA CAIXA 81270,5720700.0,,2.269.97 
34334,PODIUM DESIGNS,4000389.0,2.269.97 ,
34335,LA CAIXA 81270,5720700.0,,10.87 
34335,SERVICIOS BANCARIOS      ,6260000.0,10.87 ,
34336,LA CAIXA 81270,5720700.0,,7.247.49 
34336,BLOOMBERG ,4000228.0,7.247.49 ,
34337,CULLIGAN WATER SPAIN. S.L.,4000417.0,163.57 ,
34337,LA CAIXA 81270,5720700.0,,163.57 
34338,OTROS GASTOS SOCIALES    ,6490000.0,395.00 ,
34338,LA CAIXA 81270,5720700.0,,395.00 
34339,OTROS GASTOS SOCIALES    ,6490000.0,74.00 ,
34339,LA CAIXA 81270,5720700.0,,74.00 
34340,LA CAIXA 81270,5720700.0,,51.26 
34340,SAFETY-DOC. S.L.,4000052.0,51.26 ,
34341,TAXI ECOLOGIC BCN,4000209.0,388.67 ,
34341,LA CAIXA 81270,5720700.0,,388.67 
34342,LA CAIXA 81270,5720700.0,,271.19 
34342,RICOH ESPAÑA. S.L.,4000040.0,271.19 ,
34343,RICOH ESPAÑA. S.L.,4000040.0,530.43 ,
34343,LA CAIXA 81270,5720700.0,,530.43 
34344,SEIDOR CONSULTING,4000537.0,943.80 ,
34344,LA CAIXA 81270,5720700.0,,943.80 
34345,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,239.79 ,
34345,BEAUTY EXPO LIMITED,4000846.0,11.83 ,
34345,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,46.15 ,
34345,LA CAIXA 81270,5720700.0,,349.98 
34345,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,52.21 ,
34346,LA CAIXA 81270,5720700.0,,4.249.69 
34346,BRUSI CATERING,4100208.0,4.249.69 ,
34347,LA CAIXA 81270,5720700.0,363.000.00 ,
34347,ÁRIMA REAL ESTATE SOCIMI. S.A.,4300396.0,,363.000.00 
34348,NEW ESPRESSO. S.L.,4000652.0,232.93 ,
34348,LA CAIXA 81270,5720700.0,,232.93 
34349,LA CAIXA 81270,5720700.0,181.500.00 ,
34349,ACERINOX. S.A.,4300189.0,,181.500.00 
34350,LA CAIXA 81270,5720700.0,,1.248.56 
34350,ENDESA ENERGIA. S.A.,4000068.0,1.248.56 ,
34351,LA CAIXA 81270,5720700.0,,416.57 
34351,IBEROLACTAL IMPORT-EXPORT. S.L.,4000842.0,416.57 ,
34352,LA CAIXA 81270,5720700.0,,93.75 
34352,SERVICIOS BANCARIOS      ,6260000.0,93.75 ,
34353,STJ ADVISORS GROUP LIMITED,4100419.0,62.500.00 ,
34353,LA CAIXA 81270,5720700.0,,62.500.00 
34354,LA CAIXA 81270,5720700.0,,3.442.35 
34354,CXIOME ESPAÑA. S.A.,4000169.0,3.442.35 ,
34355,LA CAIXA 81270,5720700.0,,1.970.40 
34355,SEMOLA RESTAURACION. S.L.,4100127.0,1.970.40 ,
34356,LA CAIXA 81270,5720700.0,,521.08 
34356,MOMNOON ECOFF. S.L.,4000734.0,521.08 ,
34357,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,8.384.49 ,
34357,LA CAIXA 81270,5720700.0,,8.384.49 
34358,LA CAIXA 81270,5720700.0,,3.199.50 
34358,PILLALOS TIAYDE. S.L.,4000619.0,3.199.50 ,
34359,SERVICIOS BANCARIOS      ,6260000.0,1.00 ,
34359,LA CAIXA 81270,5720700.0,,1.00 
34360,LA CAIXA 81270,5720700.0,,426.62 
34360,ENDESA ENERGIA. S.A.,4000068.0,426.62 ,
34361,ENDESA ENERGIA. S.A.,4000068.0,568.99 ,
34361,LA CAIXA 81270,5720700.0,,568.99 
34362,MYTAXI IBERIA. S.L.,4000146.0,1.319.53 ,
34362,LA CAIXA 81270,5720700.0,,1.319.53 
34363,LA CAIXA 81270,5720700.0,60.500.00 ,
34363,GRUPO LAR INVESIONES INMOBILIARIAS. S.A.,4300533.0,,60.500.00 
34364,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,41.13 ,
34364,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,16.99 ,
34364,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,26.47 ,
34364,LA CAIXA 81270,5720700.0,,84.59 
34365,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,140.16 ,
34365,HDA. P.ACREED.RETENCIONES,4751000.0,118.694.35 ,
34365,LA CAIXA 81270,5720700.0,,161.524.34 
34365,HDA.P. RETENCION PROFESIONALES,4751300.0,42.689.83 ,
34366,LA CAIXA 81270,5720700.0,,1.900.00 
34366,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,1.900.00 ,
34367,LA CAIXA 81270,5720700.0,,204.49 
34367,CHOFERENDRIVER. S.L.,4000845.0,204.49 ,
34368,CXIOME ESPAÑA. S.A.,4000169.0,7.195.93 ,
34368,LA CAIXA 81270,5720700.0,,7.195.93 
34369,LA CAIXA 81270,5720700.0,,11.111.41 
34369,VB GLOBAL GROUP. S.L.,4100402.0,11.111.41 ,
34370,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
34370,LA CAIXA 81270,5720700.0,,0.20 
34371,LA CAIXA 81270,5720700.0,,85.80 
34371,CHOFERENDRIVER. S.L.,4000845.0,85.80 ,
34372,GRUPO LAR INVESIONES INMOBILIARIAS. S.A.,4300533.0,,60.500.00 
34372,LA CAIXA 81270,5720700.0,60.500.00 ,
34373,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
34373,LA CAIXA 81270,5720700.0,,0.20 
34374,LA CAIXA 81270,5720700.0,,71.50 
