journal_entry_id,line_description,gl_account_number,amount,debit_amount,credit_amount
34191,SUELDOS Y SALARIOS       ,6400000.0,358747.3,358747.3,0.0
34191,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,-140.16,0.0,140.16
34191,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,-1900.0,0.0,1900.0
34191,OTROS GASTOS SOCIALES    ,6490000.0,-1405.0,0.0,1405.0
34191,HDA. P.ACREED.RETENCIONES,4751000.0,-118684.41,0.0,118684.41
34192,ORGAN.S.SOCIAL ACREEDORES,4760000.0,-73807.99,0.0,73807.99
34192,SEGURIDAD SOCIAL         ,6420000.0,73807.99,73807.99,0.0
34193,CHOFERENDRIVER. S.L.,4000845.0,-204.49,0.0,204.49
34193,TRANSPORTES              ,6240000.0,169.0,169.0,0.0
34193,HDA.P.IVA SOPORTADO      ,4720000.0,35.49,35.49,0.0
34194,HDA.P.IVA SOPORTADO      ,4720000.0,7.8,7.8,0.0
34194,TRANSPORTES              ,6240000.0,78.0,78.0,0.0
34194,CHOFERENDRIVER. S.L.,4000845.0,-85.8,0.0,85.8
34195,ALIMENTACIÓN,6291900.0,68.73,68.73,0.0
34195,AUARA EMPRESA SOCIAL,4000697.0,-75.6,0.0,75.6
34195,HDA.P.IVA SOPORTADO      ,4720000.0,6.87,6.87,0.0
34196,SERV.PROFES.INDEPENDIENT.,6230000.0,614.0,614.0,0.0
34196,HDA.P. RETENCION PROFESIONALES,4751300.0,-92.1,0.0,92.1
34196,GABINETE JURIDICO MF Y CA Abogados,4100024.0,-650.84,0.0,650.84
34196,HDA.P.IVA SOPORTADO      ,4720000.0,128.94,128.94,0.0
34197,SUSCRIPCIONES,6296000.0,9.99,9.99,0.0
34197,FREEPIK COMPANY. S.L.,4000665.0,-12.09,0.0,12.09
34197,HDA.P.IVA SOPORTADO      ,4720000.0,2.1,2.1,0.0
34198,OTROS SERVICIOS          ,6290000.0,46.6,46.6,0.0
34198,SAFETY-DOC. S.L.,4000052.0,-51.26,0.0,51.26
34198,HDA.P.IVA SOPORTADO      ,4720000.0,4.66,4.66,0.0
34199,HDA.P.IVA SOPORTADO      ,4720000.0,216.69,216.69,0.0
34199,ENDESA ENERGIA. S.A.,4000068.0,-1248.56,0.0,1248.56
34199,SUMINISTROS ,6280000.0,1031.87,1031.87,0.0
342,SUELDOS Y SALARIOS       ,6400000.0,500.0,500.0,0.0
342,REMUNERAC.PENDIENTES PAGO,4650000.0,-325.0,0.0,325.0
342,Retencion Administrador,4751600.0,-175.0,0.0,175.0
34200,ENDESA ENERGIA. S.A.,4000068.0,-568.99,0.0,568.99
34200,HDA.P.IVA SOPORTADO      ,4720000.0,98.75,98.75,0.0
34200,SUMINISTROS ,6280000.0,470.24,470.24,0.0
34201,SUMINISTROS ,6280000.0,352.58,352.58,0.0
34201,HDA.P.IVA SOPORTADO      ,4720000.0,74.04,74.04,0.0
34201,ENDESA ENERGIA. S.A.,4000068.0,-426.62,0.0,426.62
34202,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,-8384.49,0.0,8384.49
34202,SERV.PROFES.INDEPENDIENT.,6230000.0,6929.33,6929.33,0.0
34202,HDA.P.IVA SOPORTADO      ,4720000.0,1455.16,1455.16,0.0
34203,BUNZL DISTRIBUTION SPAIN. S.A.,4000222.0,-1123.41,0.0,1123.41
34203,HDA.P.IVA SOPORTADO      ,4720000.0,194.97,194.97,0.0
34203,MATERIAL DE OFICINA      ,6292000.0,928.44,928.44,0.0
34204,MOMNOON ECOFF. S.L.,4000734.0,-521.08,0.0,521.08
34204,HDA.P.IVA SOPORTADO      ,4720000.0,47.37,47.37,0.0
34204,ALIMENTACIÓN,6291900.0,473.71,473.71,0.0
34205,HDA.P.IVA REPERCUTIDO    ,4770000.0,-13125.0,0.0,13125.0
34205,STJ ADVISORS GROUP LIMITED,6070419.0,62500.0,62500.0,0.0
34205,STJ ADVISORS GROUP LIMITED,4100419.0,-62500.0,0.0,62500.0
34205,HDA.P.IVA SOPORTADO      ,4720000.0,13125.0,13125.0,0.0
34206,S&P GLOBAL MARKET INTELLIGENCE. LLC,4000818.0,-22287.5,0.0,22287.5
34206,INFORMACION BASES DE DATOS,6291200.0,22287.5,22287.5,0.0
34206,HDA.P.IVA REPERCUTIDO    ,4770000.0,-4680.38,0.0,4680.38
34206,HDA.P.IVA SOPORTADO      ,4720000.0,4680.38,4680.38,0.0
34207,SEMOLA RESTAURACION. S.L.,4100127.0,-1970.4,0.0,1970.4
34207,HDA.P.IVA SOPORTADO      ,4720000.0,179.13,179.13,0.0
34207,COMIDAS EMPLEADOS,6292100.0,1791.27,1791.27,0.0
34208,MATERIAL DE OFICINA      ,6292000.0,41.31,41.31,0.0
34208,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,-49.99,0.0,49.99
34208,HDA.P.IVA SOPORTADO      ,4720000.0,8.68,8.68,0.0
34209,RICOH ESPAÑA. S.L.,4000040.0,-2597.04,0.0,2597.04
34209,HDA.P.IVA SOPORTADO      ,4720000.0,450.73,450.73,0.0
34209,ARRENDAMIENTOS           ,6210000.0,2146.31,2146.31,0.0
34210,ARRENDAMIENTOS           ,6210000.0,55.1,55.1,0.0
34210,RICOH ESPAÑA. S.L.,4000040.0,-66.67,0.0,66.67
34210,HDA.P.IVA SOPORTADO      ,4720000.0,11.57,11.57,0.0
34211,CXIOME ESPAÑA. S.A.,4000169.0,-5496.93,0.0,5496.93
34211,MANTENIMIENTO SOFTWARE,6221000.0,4542.92,4542.92,0.0
34211,HDA.P.IVA SOPORTADO      ,4720000.0,954.01,954.01,0.0
34212,HDA.P.IVA SOPORTADO      ,4720000.0,956.52,956.52,0.0
34212,MANTENIMIENTO SOFTWARE,6221000.0,4554.86,4554.86,0.0
34212,PRODWARE SPAIN,4000211.0,-5511.38,0.0,5511.38
34213,ARRENDAMIENTOS           ,6210000.0,50.98,50.98,0.0
34213,SIEMENS RENTING. S.A.,4000543.0,-61.69,0.0,61.69
34213,HDA.P.IVA SOPORTADO      ,4720000.0,10.71,10.71,0.0
34214,CULLIGAN WATER SPAIN. S.L.,4000417.0,-97.89,0.0,97.89
34214,HDA.P.IVA SOPORTADO      ,4720000.0,16.99,16.99,0.0
34214,ALIMENTACIÓN,6291900.0,80.9,80.9,0.0
34215,ALIMENTACIÓN,6291900.0,54.28,54.28,0.0
34215,CULLIGAN WATER SPAIN. S.L.,4000417.0,-65.68,0.0,65.68
34215,HDA.P.IVA SOPORTADO      ,4720000.0,11.4,11.4,0.0
34216,UBER. B.V. / AEROCITY. S.L.,4000703.0,-1136.13,0.0,1136.13
34216,HDA.P.IVA SOPORTADO      ,4720000.0,93.61,93.61,0.0
34216,TRANSPORTES              ,6240000.0,1042.52,1042.52,0.0
34217,HDA.P.IVA REPERCUTIDO    ,4770000.0,-4.2,0.0,4.2
34217,OTROS SERVICIOS          ,6290000.0,19.99,19.99,0.0
34217,HDA.P.IVA SOPORTADO      ,4720000.0,4.2,4.2,0.0
34217,ADOBE SYSTEMS SOFTWARE,4000117.0,-19.99,0.0,19.99
34218,PORTIER EATS SPAIN. S.L.,4000647.0,-6236.86,0.0,6236.86
34218,HDA.P.IVA SOPORTADO      ,4720000.0,97.7,97.7,0.0
34218,COMIDAS EMPLEADOS,6292100.0,6139.16,6139.16,0.0
34219,CABIFY ESPAÑA. S.A.,4000217.0,-1178.96,0.0,1178.96
34219,HDA.P.IVA SOPORTADO      ,4720000.0,107.18,107.18,0.0
34219,TRANSPORTES              ,6240000.0,1071.78,1071.78,0.0
34220,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,-2296.34,0.0,2296.34
34220,HDA.P.IVA SOPORTADO      ,4720000.0,398.54,398.54,0.0
34220,ARRENDAMIENTOS           ,6210000.0,1897.8,1897.8,0.0
34221,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001.0,8917.77,8917.77,0.0
34221,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,-10790.5,0.0,10790.5
34221,HDA.P.IVA SOPORTADO      ,4720000.0,1872.73,1872.73,0.0
34222,OTROS SERVICIOS          ,6290000.0,55.52,55.52,0.0
34222,HDA.P.IVA SOPORTADO      ,4720000.0,11.66,11.66,0.0
34222,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,-67.18,0.0,67.18
34223,ARRENDAMIENTOS           ,6210000.0,154.44,154.44,0.0
34223,HDA.P.IVA SOPORTADO      ,4720000.0,32.43,32.43,0.0
34223,JOSEL S.L.U.,4000187.0,-186.87,0.0,186.87
34224,JOSEL S.L.U.,4000187.0,-186.87,0.0,186.87
34224,ARRENDAMIENTOS           ,6210000.0,154.44,154.44,0.0
34224,HDA.P.IVA SOPORTADO      ,4720000.0,32.43,32.43,0.0
34225,ARRENDAMIENTOS           ,6210000.0,154.44,154.44,0.0
34225,JOSEL S.L.U.,4000187.0,-186.87,0.0,186.87
34225,HDA.P.IVA SOPORTADO      ,4720000.0,32.43,32.43,0.0
34226,JOSEL S.L.U.,4000187.0,-121.0,0.0,121.0
34226,HDA.P.IVA SOPORTADO      ,4720000.0,21.0,21.0,0.0
34226,ARRENDAMIENTOS           ,6210000.0,100.0,100.0,0.0
34227,ARRENDAMIENTOS           ,6210000.0,100.0,100.0,0.0
34227,JOSEL S.L.U.,4000187.0,-121.0,0.0,121.0
34227,HDA.P.IVA SOPORTADO      ,4720000.0,21.0,21.0,0.0
34228,ARRENDAMIENTOS           ,6210000.0,100.0,100.0,0.0
34228,HDA.P.IVA SOPORTADO      ,4720000.0,21.0,21.0,0.0
34228,JOSEL S.L.U.,4000187.0,-121.0,0.0,121.0
34229,CXIOME ESPAÑA. S.A.,4000169.0,-4654.06,0.0,4654.06
34229,HDA.P.IVA SOPORTADO      ,4720000.0,807.73,807.73,0.0
34229,EQUIPOS PROCESOS INFORM. ,2170000.0,3846.33,3846.33,0.0
34231,EQUIPOS PROCESOS INFORM. ,2170000.0,-3846.33,-3846.33,0.0
34231,HDA.P.IVA SOPORTADO      ,4720000.0,-807.73,-807.73,0.0
34231,CXIOME ESPAÑA. S.A.,4000169.0,-4654.06,0.0,4654.06
34232,HDA.P.IVA SOPORTADO      ,4720000.0,295.61,295.61,0.0
34232,CXIOME ESPAÑA. S.A.,4000169.0,-1703.26,0.0,1703.26
34232,EQUIPOS PROCESOS INFORM. ,2170000.0,1407.65,1407.65,0.0
34233,MANTENIMIENTO SOFTWARE,6221000.0,2438.68,2438.68,0.0
34233,HDA.P.IVA SOPORTADO      ,4720000.0,512.12,512.12,0.0
34233,CXIOME ESPAÑA. S.A.,4000169.0,-2950.8,0.0,2950.8
34234,SERV.PROFES.INDEPENDIENT.,6230000.0,320.0,320.0,0.0
34234,HDA.P.IVA SOPORTADO      ,4720000.0,67.2,67.2,0.0
34234,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,-387.2,0.0,387.2
34235,SERV.PROFES.INDEPENDIENT.,6230000.0,18750.0,18750.0,0.0
34235,HDA.P.IVA SOPORTADO      ,4720000.0,3937.5,3937.5,0.0
34235,M&A INVESTMENT NETWORK. S.L.,4000710.0,-22687.5,0.0,22687.5
34236,SERV.PROFES.INDEPENDIENT.,6230000.0,84000.0,84000.0,0.0
34236,HDA.P.IVA SOPORTADO      ,4720000.0,17640.0,17640.0,0.0
34236,M&A INVESTMENT NETWORK. S.L.,4000710.0,-101640.0,0.0,101640.0
34237,SERV.PROFES.INDEPENDIENT.,6230000.0,2400.0,2400.0,0.0
34237,HDA.P.IVA SOPORTADO      ,4720000.0,504.0,504.0,0.0
34237,MARTINEZ FERRANDO Y ASOC.,4000003.0,-2904.0,0.0,2904.0
34240,HDA.P.IVA SOPORTADO      ,4720000.0,15.47,15.47,0.0
34240,M.CHOCOLATE. S.L.,4000838.0,-188.0,0.0,188.0
34240,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,172.53,172.53,0.0
34241,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,-756.44,0.0,756.44
34241,PRIMAS DE SEGUROS        ,6250000.0,756.44,756.44,0.0
34242,OTROS SERVICIOS          ,6290000.0,18.34,18.34,0.0
34242,MAILCHIMP/GROUP LLC,4000684.0,-18.34,0.0,18.34
34243,COMUNICACIONES (TELEFONO),6281000.0,277.73,277.73,0.0
34243,HDA.P.IVA SOPORTADO      ,4720000.0,58.32,58.32,0.0
34243,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,-336.05,0.0,336.05
34244,HDA.P.IVA SOPORTADO      ,4720000.0,525.91,525.91,0.0
34244,COMUNICACIONES (TELEFONO),6281000.0,2504.33,2504.33,0.0
34244,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,-3030.24,0.0,3030.24
34245,COMUNICACIONES (TELEFONO),6281000.0,92.5,92.5,0.0
34245,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,-111.93,0.0,111.93
34245,HDA.P.IVA SOPORTADO      ,4720000.0,19.43,19.43,0.0
34246,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,-524.05,0.0,524.05
34246,HDA.P.IVA SOPORTADO      ,4720000.0,90.95,90.95,0.0
34246,COMUNICACIONES (TELEFONO),6281000.0,433.1,433.1,0.0
34247,OTROS SERVICIOS          ,6290000.0,1097.04,1097.04,0.0
34247,MACABACUS. INC,4000436.0,-1097.04,0.0,1097.04
34248,HDA.P.IVA REPERCUTIDO    ,4770000.0,-4.2,0.0,4.2
34248,ADOBE SYSTEMS SOFTWARE,4000117.0,-19.99,0.0,19.99
34248,HDA.P.IVA SOPORTADO      ,4720000.0,4.2,4.2,0.0
34248,OTROS SERVICIOS          ,6290000.0,19.99,19.99,0.0
34249,INFORMACION BASES DE DATOS,6291200.0,67.02,67.02,0.0
34249,BLOOMBERG ,4000228.0,-67.02,0.0,67.02
34250,PODIUM DESIGNS,4000389.0,-2269.97,0.0,2269.97
34250,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,2269.97,2269.97,0.0
34250,HDA.P.IVA SOPORTADO      ,4720000.0,476.69,476.69,0.0
34250,HDA.P.IVA REPERCUTIDO    ,4770000.0,-476.69,0.0,476.69
34251,INFORMACION BASES DE DATOS,6291200.0,7180.47,7180.47,0.0
34251,BLOOMBERG ,4000228.0,-7180.47,0.0,7180.47
34252,GUARCONSA. S.A.,4100159.0,-152.63,0.0,152.63
34252,HDA.P.IVA SOPORTADO      ,4720000.0,26.49,26.49,0.0
34252,REPARACIONES Y CONSERVAC.,6220000.0,126.14,126.14,0.0
34253,HDA.P.IVA SOPORTADO      ,4720000.0,2.5,2.5,0.0
34253,MATERIAL DE OFICINA      ,6292000.0,11.89,11.89,0.0
34253,BEAUTY EXPO LIMITED,4000846.0,-11.89,0.0,11.89
34253,HDA.P.IVA REPERCUTIDO    ,4770000.0,-2.5,0.0,2.5
34254,HOTEL HEROE DE SOSTOA 17. S.L.,4000848.0,-219.49,0.0,219.49
34254,HDA.P.IVA SOPORTADO      ,4720000.0,19.95,19.95,0.0
34254,GASTOS DE VIAJE          ,6291000.0,199.54,199.54,0.0
34255,HDA.P.IVA SOPORTADO      ,4720000.0,20.35,20.35,0.0
34255,REPARACIONES Y CONSERVAC.,6220000.0,96.92,96.92,0.0
34255,HDA.P.IVA REPERCUTIDO    ,4770000.0,-20.35,0.0,20.35
34255,SARL DANROCHE AU,4000847.0,-96.92,0.0,96.92
34256,HDA.P.IVA SOPORTADO      ,4720000.0,473.34,473.34,0.0
34256,RX FRANCE,4000836.0,-2254.0,0.0,2254.0
34256,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,2254.0,2254.0,0.0
34256,HDA.P.IVA REPERCUTIDO    ,4770000.0,-473.34,0.0,473.34
34257,INVERSIONES NARON 2003. S.L.,4000849.0,-35.9,0.0,35.9
34257,HDA.P.IVA SOPORTADO      ,4720000.0,4.34,4.34,0.0
34257,GASTOS DE VIAJE          ,6291000.0,31.56,31.56,0.0
34258,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS. S.A.,4000280.0,-45.51,0.0,45.51
34258,HDA.P.IVA SOPORTADO      ,4720000.0,7.9,7.9,0.0
34258,OTROS SERVICIOS          ,6290000.0,37.61,37.61,0.0
34259,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34259,CARLOS TELLEZ ISLA,4100018.0,-26973.27,0.0,26973.27
34259,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34259,CARLOS TELLEZ,6070018.0,25446.48,25446.48,0.0
34260,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34260,ENRIQUE SALAMERO LAORDEN,4100364.0,-26973.27,0.0,26973.27
34260,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34260,ENRIQUE SALAMERO LARODEN,6070364.0,25446.48,25446.48,0.0
34261,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34261,ENRIQUE UGALDE REBOLLO,6070025.0,25446.48,25446.48,0.0
34261,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34261,ENRIQUE UGALDE REBOLLO,4100025.0,-26973.27,0.0,26973.27
34262,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34262,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34262,FERNANDO SEBASTIAN SANZ,4100016.0,-26973.27,0.0,26973.27
34262,FERNANDO SEBASTIAN,6070016.0,25446.48,25446.48,0.0
34263,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34263,FRANCISCO BOADA ROS,4100366.0,-26973.27,0.0,26973.27
34263,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34263,FRANCISCO BOADA ROS,6070366.0,25446.48,25446.48,0.0
34264,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34264,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34264,JAVIER JULIA CORUJO,6070365.0,25446.48,25446.48,0.0
34264,JAVIER JULIA CORUJO,4100365.0,-26973.27,0.0,26973.27
34265,LUCAYA FORCADA. JORGE FRANCISCO,6070189.0,54816.67,54816.67,0.0
34265,HDA.P.IVA SOPORTADO      ,4720000.0,11511.5,11511.5,0.0
34265,HDA.P. RETENCION PROFESIONALES,4751300.0,-8222.5,0.0,8222.5
34265,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,-58105.67,0.0,58105.67
34266,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34266,VICTOR MATA BATLLE,4100011.0,-26973.27,0.0,26973.27
34266,VICTOR MATA,6070011.0,25446.48,25446.48,0.0
34266,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34267,XAVIER ESCUDERO RAFAS,4100009.0,-26973.27,0.0,26973.27
34267,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34267,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34267,XAVIER ESCUDERO,6070009.0,25446.48,25446.48,0.0
34268,JUAN GONZALEZ PEDROL,6070436.0,25446.48,25446.48,0.0
34268,JUAN GONZALEZ PEDROL,4100436.0,-26973.27,0.0,26973.27
34268,HDA.P.IVA SOPORTADO      ,4720000.0,5343.76,5343.76,0.0
34268,HDA.P. RETENCION PROFESIONALES,4751300.0,-3816.97,0.0,3816.97
34269,VISAS,5200001.0,-75.6,0.0,75.6
34269,AUARA EMPRESA SOCIAL,4000697.0,75.6,75.6,0.0
34270,VISAS,5200001.0,-12.09,0.0,12.09
34270,FREEPIK COMPANY. S.L.,4000665.0,12.09,12.09,0.0
34271,VISAS,5200001.0,-19.99,0.0,19.99
34271,ADOBE SYSTEMS SOFTWARE,4000117.0,19.99,19.99,0.0
34272,M.CHOCOLATE. S.L.,4000838.0,188.0,188.0,0.0
34272,VISAS,5200001.0,-188.0,0.0,188.0
34273,VISAS,5200001.0,-18.34,0.0,18.34
34273,MAILCHIMP/GROUP LLC,4000684.0,18.34,18.34,0.0
34274,ADOBE SYSTEMS SOFTWARE,4000117.0,19.99,19.99,0.0
34274,VISAS,5200001.0,-19.99,0.0,19.99
34275,VISAS,5200001.0,-1097.04,0.0,1097.04
34275,MACABACUS. INC,4000436.0,1097.04,1097.04,0.0
34276,VISAS,5200001.0,-152.63,0.0,152.63
34276,GUARCONSA. S.A.,4100159.0,152.63,152.63,0.0
34277,SARL DANROCHE AU,4000847.0,96.92,96.92,0.0
34277,VISAS,5200001.0,-96.92,0.0,96.92
34278,VISAS,5200001.0,-2254.0,0.0,2254.0
34278,RX FRANCE,4000836.0,2254.0,2254.0,0.0
34279,VISAS,5200001.0,-219.49,0.0,219.49
34279,HOTEL HEROE DE SOSTOA 17. S.L.,4000848.0,219.49,219.49,0.0
34280,INVERSIONES NARON 2003. S.L.,4000849.0,35.9,35.9,0.0
34280,VISAS,5200001.0,-35.9,0.0,35.9
34281,VISAS,5200001.0,-45.51,0.0,45.51
34281,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS. S.A.,4000280.0,45.51,45.51,0.0
34282,LA CAIXA 81270,5720700.0,-10557.47,0.0,10557.47
34282,VISAS,5200001.0,10557.47,10557.47,0.0
34283,OTROS INGRE.FINANC.(C.C.),7690000.0,-9298.45,0.0,9298.45
34283,LA CAIXA 81270,5720700.0,9298.45,9298.45,0.0
34284,LA CAIXA 81270,5720700.0,-1766.71,0.0,1766.71
34284,HDA.P.RETENC.Y PAGO A CTA,4730000.0,1766.71,1766.71,0.0
34285,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3030.24,3030.24,0.0
34285,LA CAIXA 81270,5720700.0,-3030.24,0.0,3030.24
34286,LA CAIXA 81270,5720700.0,-336.05,0.0,336.05
34286,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,336.05,336.05,0.0
34287,LA CAIXA 81270,5720700.0,-420.0,0.0,420.0
34287,BOANSA GESTION. S.L.,4000654.0,420.0,420.0,0.0
34288,BOANSA GESTION. S.L.,4000654.0,420.0,420.0,0.0
34288,LA CAIXA 81270,5720700.0,-420.0,0.0,420.0
34289,LA CAIXA 81270,5720700.0,-6.0,0.0,6.0
34289,OTROS GASTOS SOCIALES    ,6490000.0,6.0,6.0,0.0
34290,JOSEL S.L.U.,4000187.0,121.0,121.0,0.0
34290,LA CAIXA 81270,5720700.0,-121.0,0.0,121.0
34291,JOSEL S.L.U.,4000187.0,121.0,121.0,0.0
34291,LA CAIXA 81270,5720700.0,-121.0,0.0,121.0
34292,JOSEL S.L.U.,4000187.0,121.0,121.0,0.0
34292,LA CAIXA 81270,5720700.0,-121.0,0.0,121.0
34293,LA CAIXA 81270,5720700.0,-186.87,0.0,186.87
34293,JOSEL S.L.U.,4000187.0,186.87,186.87,0.0
34294,LA CAIXA 81270,5720700.0,-186.87,0.0,186.87
34294,JOSEL S.L.U.,4000187.0,186.87,186.87,0.0
34295,LA CAIXA 81270,5720700.0,-186.87,0.0,186.87
34295,JOSEL S.L.U.,4000187.0,186.87,186.87,0.0
34296,LA CAIXA 81270,5720700.0,-472.08,0.0,472.08
34296,PMC GRUP,4000208.0,472.08,472.08,0.0
34297,LA CAIXA 81270,5720700.0,-626.52,0.0,626.52
34297,LYRECO ESPAÑA..S.A.,4100111.0,626.52,626.52,0.0
34298,PRODWARE SPAIN,4000211.0,5577.5,5577.5,0.0
34298,LA CAIXA 81270,5720700.0,-5577.5,0.0,5577.5
34299,SERVICIOS BANCARIOS      ,6260000.0,8.0,8.0,0.0
34299,LA CAIXA 81270,5720700.0,-8.0,0.0,8.0
343,Retencion Administrador,4751600.0,175.0,175.0,0.0
343,HDA. P.ACREED.RETENCIONES,4751000.0,-175.0,0.0,175.0
34300,LA CAIXA 81270,5720700.0,-47.74,0.0,47.74
34300,INMOBILIARIA COLONIAL. S.A.,4100186.0,47.74,47.74,0.0
34301,LA CAIXA 81270,5720700.0,-8000.0,0.0,8000.0
34301,GRASP RESEARCH AB,4000853.0,8000.0,8000.0,0.0
34302,LA CAIXA 81270,5720700.0,-689.0,0.0,689.0
34302,ECOVADIS. S.A.S.,4000454.0,689.0,689.0,0.0
34303,PANCRACIO CHOCOLATES. S.A.,4000817.0,8062.34,8062.34,0.0
34303,LA CAIXA 81270,5720700.0,-8062.34,0.0,8062.34
34304,LA CAIXA 81270,5720700.0,-1178.96,0.0,1178.96
34304,CABIFY ESPAÑA. S.A.,4000217.0,1178.96,1178.96,0.0
34305,LA CAIXA 81270,5720700.0,-96.88,0.0,96.88
34305,IBAÑEZ LLUNDAIN. ANA MARIA,4000526.0,96.88,96.88,0.0
34306,LA CAIXA 81270,5720700.0,-387.2,0.0,387.2
34306,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,387.2,387.2,0.0
34307,REFINITIV. S.L.,4100059.0,16661.7,16661.7,0.0
34307,LA CAIXA 81270,5720700.0,-16661.7,0.0,16661.7
34308,RAMS COURIER. S.L.,4000698.0,131.24,131.24,0.0
34308,LA CAIXA 81270,5720700.0,-131.24,0.0,131.24
34309,PILLALOS TIAYDE. S.L.,4000619.0,4090.5,4090.5,0.0
34309,LA CAIXA 81270,5720700.0,-4090.5,0.0,4090.5
34310,LA CAIXA 81270,5720700.0,-67.18,0.0,67.18
34310,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,67.18,67.18,0.0
34311,LA CAIXA 81270,5720700.0,-300.0,0.0,300.0
34311,Anticipo cena Navidad,4070001.0,300.0,300.0,0.0
34312,CHATEAUFORM ESPAÑA. S.A.U.,4000840.0,2884.64,2884.64,0.0
34312,LA CAIXA 81270,5720700.0,-2884.64,0.0,2884.64
34313,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520.0,368.51,368.51,0.0
34313,LA CAIXA 81270,5720700.0,-368.51,0.0,368.51
34314,M&A INVESTMENT NETWORK. S.L.,4000710.0,22687.5,22687.5,0.0
34314,LA CAIXA 81270,5720700.0,-22687.5,0.0,22687.5
34315,AFI,4100215.0,4204.44,4204.44,0.0
34315,LA CAIXA 81270,5720700.0,-4204.44,0.0,4204.44
34316,LA CAIXA 81270,5720700.0,-756.44,0.0,756.44
34316,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,756.44,756.44,0.0
34317,LA CAIXA 81270,5720700.0,-730.0,0.0,730.0
34317,OTROS GASTOS SOCIALES    ,6490000.0,730.0,730.0,0.0
34318,LA CAIXA 81270,5720700.0,-2296.34,0.0,2296.34
34318,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,2296.34,2296.34,0.0
34319,LA CAIXA 81270,5720700.0,-3706.47,0.0,3706.47
34319,MULTIANAU. S.L.,4000220.0,3706.47,3706.47,0.0
34320,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,10790.5,10790.5,0.0
34320,LA CAIXA 81270,5720700.0,-10790.5,0.0,10790.5
34321,LA CAIXA 81270,5720700.0,-16.67,0.0,16.67
34321,SERVICIOS BANCARIOS      ,6260000.0,16.67,16.67,0.0
34322,LA CAIXA 81270,5720700.0,100.0,100.0,0.0
34322,CIRCULO ECUESTRE,4000094.0,-100.0,0.0,100.0
34323,LA CAIXA 81270,5720700.0,100.0,100.0,0.0
34323,CIRCULO ECUESTRE,4000094.0,-100.0,0.0,100.0
34324,LA CAIXA 81270,5720700.0,100.0,100.0,0.0
34324,CIRCULO ECUESTRE,4000094.0,-100.0,0.0,100.0
34325,LA CAIXA 81270,5720700.0,48400.0,48400.0,0.0
