Soc.,Cta.alt.,N� doc.,Ce.coste,A�o,Period,Clase doc.,Lib.mayor,D/H,Cliente,CT,BP,VP,Doc.comp.,Importe ML,Mon.,Importe,Importe,Mon.,Importe ML,Mon.,Mon.,FechaEntr,Cantidad,UMB,Nombre del usuario
0B62,626000,6000000912,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,21/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000913,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,21/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000914,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,21/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000920,PTB6260220,2024,10,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000921,PTB6260220,2024,10,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000922,PTB6260220,2024,10,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000923,PTB6260220,2024,10,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000924,PTB6260220,2024,10,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000925,PTB6260220,2024,10,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000926,PTB6260220,2024,10,BK,627800,S,,40,,,,1.00,EUR,1.00,1.00,EUR,1.00,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000927,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000928,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000929,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000930,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000931,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000932,PTB6260220,2024,10,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000933,PTB6260220,2024,10,BK,627800,S,,40,,,,25.00,EUR,25.00,25.00,EUR,25.00,EUR,EUR,26/10/2024,0.000,,EXPLOIT$U
0B62,626000,6000000961,PTB6260220,2024,11,BK,627800,S,,40,,,,1.32,EUR,1.32,1.32,EUR,1.32,EUR,EUR,06/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000962,PTB6260220,2024,11,BK,627800,S,,40,,,,33.00,EUR,33.00,33.00,EUR,33.00,EUR,EUR,06/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000963,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,08/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000964,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,08/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000965,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,08/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000966,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,08/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000967,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,08/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000968,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,08/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000975,PTB6260220,2024,11,BK,627800,S,,40,,,,0.56,EUR,0.56,0.56,EUR,0.56,EUR,EUR,09/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000976,PTB6260220,2024,11,BK,627800,S,,40,,,,13.99,EUR,13.99,13.99,EUR,13.99,EUR,EUR,09/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000981,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000982,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000983,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000984,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000985,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000986,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000987,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000988,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000989,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000000990,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,22/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001001,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001002,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001003,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001004,PTB6260220,2024,11,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001005,PTB6260220,2024,11,BK,627800,S,,40,,,,1.00,EUR,1.00,1.00,EUR,1.00,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001006,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001007,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001008,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001009,PTB6260220,2024,11,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001010,PTB6260220,2024,11,BK,627800,S,,40,,,,25.00,EUR,25.00,25.00,EUR,25.00,EUR,EUR,28/11/2024,0.000,,EXPLOIT$U
0B62,626000,6000001024,PTB6260220,2024,12,BK,627800,S,,40,,,,1.44,EUR,1.44,1.44,EUR,1.44,EUR,EUR,03/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001025,PTB6260220,2024,12,BK,627800,S,,40,,,,36.00,EUR,36.00,36.00,EUR,36.00,EUR,EUR,03/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001026,PTB6260220,2024,12,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,06/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001027,PTB6260220,2024,12,BK,627800,S,,40,,,,0.26,EUR,0.26,0.26,EUR,0.26,EUR,EUR,06/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001028,PTB6260220,2024,12,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,06/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001029,PTB6260220,2024,12,BK,627800,S,,40,,,,6.50,EUR,6.50,6.50,EUR,6.50,EUR,EUR,06/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001035,PTB6260220,2024,12,BK,627800,S,,40,,,,0.56,EUR,0.56,0.56,EUR,0.56,EUR,EUR,10/12/2024,0.000,,EXPLOIT$U
0B62,626000,6000001036,PTB6260220,2024,12,BK,627800,S,,40,,,,13.99,EUR,13.99,13.99,EUR,13.99,EUR,EUR,10/12/2024,0.000,,EXPLOIT$U
0B62,627006,100000511,PTB6240120,2024,3,FD,623400,S,,40,,,,125.10,EUR,125.10,125.10,EUR,125.10,EUR,EUR,20/03/2024,0.000,,W122814
0B62,627006,100000581,PTB6240120,2024,4,FD,623400,S,,40,,,,138.50,EUR,138.50,138.50,EUR,138.50,EUR,EUR,16/04/2024,0.000,,W122814
0B62,627006,100000607,PTB6240120,2024,5,FD,623400,S,,40,,,,233.25,EUR,233.25,233.25,EUR,233.25,EUR,EUR,07/05/2024,0.000,,W122814
0B62,627006,100000630,PTB6240120,2024,5,FD,623400,S,,40,,,,50.50,EUR,50.50,50.50,EUR,50.50,EUR,EUR,22/05/2024,0.000,,W122814
0B62,627006,100000679,PTB6240120,2024,6,FD,623400,S,,40,,,,100.50,EUR,100.50,100.50,EUR,100.50,EUR,EUR,13/06/2024,0.000,,W122814
0B62,627006,100000679,PTB6240120,2024,6,FD,623400,S,,40,,,,188.00,EUR,188.00,188.00,EUR,188.00,EUR,EUR,13/06/2024,0.000,,W122814
0B62,627006,100000679,PTB6240120,2024,6,FD,623400,S,,40,,,,180.50,EUR,180.50,180.50,EUR,180.50,EUR,EUR,13/06/2024,0.000,,W122814
0B62,627006,100001033,PTB6240120,2024,11,FD,623400,S,,40,,,,147.00,EUR,147.00,147.00,EUR,147.00,EUR,EUR,11/11/2024,0.000,,W122814
0B62,629202,100000460,PTB6200003,2024,2,FD,625300,S,,40,,,,52.12,EUR,52.12,52.12,EUR,52.12,EUR,EUR,16/02/2024,0.000,,W122814
0B62,629202,100000460,PTB6200003,2024,2,FD,625300,S,,40,,,,46.22,EUR,46.22,46.22,EUR,46.22,EUR,EUR,16/02/2024,0.000,,W122814
0B62,629202,100000460,PTB6200003,2024,2,FD,625300,S,,40,,,,164.90,EUR,164.90,164.90,EUR,164.90,EUR,EUR,16/02/2024,0.000,,W122814
0B62,629202,100000460,PTB6200003,2024,2,FD,625300,S,,40,,,,52.12,EUR,52.12,52.12,EUR,52.12,EUR,EUR,16/02/2024,0.000,,W122814
0B62,629202,100000460,PTB6200003,2024,2,FD,625300,S,,40,,,,24.30,EUR,24.30,24.30,EUR,24.30,EUR,EUR,16/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,89.35,EUR,89.35,89.35,EUR,89.35,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,48.42,EUR,48.42,48.42,EUR,48.42,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,19.57,EUR,19.57,19.57,EUR,19.57,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,89.35,EUR,89.35,89.35,EUR,89.35,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,89.35,EUR,89.35,89.35,EUR,89.35,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,49.30,EUR,49.30,49.30,EUR,49.30,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000464,PTB6224004,2024,2,FD,625300,S,,40,,,,17.99,EUR,17.99,17.99,EUR,17.99,EUR,EUR,19/02/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,330.30,EUR,330.30,330.30,EUR,330.30,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,3.60,EUR,3.60,3.60,EUR,3.60,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,19.43,EUR,19.43,19.43,EUR,19.43,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,5.50,EUR,5.50,5.50,EUR,5.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,10.50,EUR,10.50,10.50,EUR,10.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,50.00,EUR,50.00,50.00,EUR,50.00,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,5.50,EUR,5.50,5.50,EUR,5.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,5.50,EUR,5.50,5.50,EUR,5.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,10.50,EUR,10.50,10.50,EUR,10.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,5.50,EUR,5.50,5.50,EUR,5.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,9.00,EUR,9.00,9.00,EUR,9.00,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,29.10,EUR,29.10,29.10,EUR,29.10,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,11.60,EUR,11.60,11.60,EUR,11.60,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,37.88,EUR,37.88,37.88,EUR,37.88,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,31.40,EUR,31.40,31.40,EUR,31.40,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,5.50,EUR,5.50,5.50,EUR,5.50,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,21.02,EUR,21.02,21.02,EUR,21.02,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000477,PTB6240120,2024,3,FD,625300,S,,40,,,,3.60,EUR,3.60,3.60,EUR,3.60,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,87.47,EUR,87.47,87.47,EUR,87.47,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,5.05,EUR,5.05,5.05,EUR,5.05,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,3.60,EUR,3.60,3.60,EUR,3.60,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,8.07,EUR,8.07,8.07,EUR,8.07,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,79.52,EUR,79.52,79.52,EUR,79.52,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,4.59,EUR,4.59,4.59,EUR,4.59,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000478,PTB6240120,2024,3,FD,625300,S,,40,,,,16.24,EUR,16.24,16.24,EUR,16.24,EUR,EUR,04/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,52.12,EUR,52.12,52.12,EUR,52.12,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,178.90,EUR,178.90,178.90,EUR,178.90,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,44.75,EUR,44.75,44.75,EUR,44.75,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,14.89,EUR,14.89,14.89,EUR,14.89,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,178.90,EUR,178.90,178.90,EUR,178.90,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,52.12,EUR,52.12,52.12,EUR,52.12,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,55.83,EUR,55.83,55.83,EUR,55.83,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000493,PTB6200003,2024,3,FD,625300,S,,40,,,,12.36,EUR,12.36,12.36,EUR,12.36,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000494,PTB6280001,2024,3,FD,625300,S,,40,,,,14.20,EUR,14.20,14.20,EUR,14.20,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000494,PTB6280001,2024,3,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000494,PTB6280001,2024,3,FD,625300,S,,40,,,,299.80,EUR,299.80,299.80,EUR,299.80,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000494,PTB6280001,2024,3,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000494,PTB6280001,2024,3,FD,625300,S,,40,,,,57.52,EUR,57.52,57.52,EUR,57.52,EUR,EUR,12/03/2024,0.000,,W122814
0B62,629202,100000512,PTB6240120,2024,3,FD,625300,S,,40,,,,35.00,EUR,35.00,35.00,EUR,35.00,EUR,EUR,20/03/2024,0.000,,W122814
0B62,629202,100000512,PTB6240120,2024,3,FD,625300,S,,40,,,,19.04,EUR,19.04,19.04,EUR,19.04,EUR,EUR,20/03/2024,0.000,,W122814
0B62,629202,100000512,PTB6240120,2024,3,FD,625300,S,,40,,,,28.50,EUR,28.50,28.50,EUR,28.50,EUR,EUR,20/03/2024,0.000,,W122814
0B62,629202,100000512,PTB6240120,2024,3,FD,625300,S,,40,,,,41.59,EUR,41.59,41.59,EUR,41.59,EUR,EUR,20/03/2024,0.000,,W122814
0B62,629202,100000565,PTB6280001,2024,4,FD,625300,S,,40,,,,1.499.00,EUR,1.499.00,1.499.00,EUR,1.499.00,EUR,EUR,08/04/2024,0.000,,W122814
0B62,629202,100000569,PTB6280001,2024,4,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,09/04/2024,0.000,,W122814
0B62,629202,100000569,PTB6280001,2024,4,FD,625300,S,,40,,,,306.74,EUR,306.74,306.74,EUR,306.74,EUR,EUR,09/04/2024,0.000,,W122814
0B62,629202,100000569,PTB6280001,2024,4,FD,625300,S,,40,,,,23.06,EUR,23.06,23.06,EUR,23.06,EUR,EUR,09/04/2024,0.000,,W122814
0B62,629202,100000569,PTB6280001,2024,4,FD,625300,S,,40,,,,9.20,EUR,9.20,9.20,EUR,9.20,EUR,EUR,09/04/2024,0.000,,W122814
0B62,629202,100000581,PTB6240120,2024,4,FD,625300,S,,40,,,,47.40,EUR,47.40,47.40,EUR,47.40,EUR,EUR,16/04/2024,0.000,,W122814
0B62,629202,100000581,PTB6240120,2024,4,FD,625300,S,,40,,,,4.52,EUR,4.52,4.52,EUR,4.52,EUR,EUR,16/04/2024,0.000,,W122814
0B62,629202,100000581,PTB6240120,2024,4,FD,625300,S,,40,,,,31.15,EUR,31.15,31.15,EUR,31.15,EUR,EUR,16/04/2024,0.000,,W122814
0B62,629202,100000581,PTB6240120,2024,4,FD,625300,S,,40,,,,47.40,EUR,47.40,47.40,EUR,47.40,EUR,EUR,16/04/2024,0.000,,W122814
0B62,629202,100000581,PTB6240120,2024,4,FD,625300,S,,40,,,,5.21,EUR,5.21,5.21,EUR,5.21,EUR,EUR,16/04/2024,0.000,,W122814
0B62,629202,100000581,PTB6240120,2024,4,FD,625300,S,,40,,,,21.05,EUR,21.05,21.05,EUR,21.05,EUR,EUR,16/04/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,658.00,EUR,658.00,658.00,EUR,658.00,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,12.40,EUR,12.40,12.40,EUR,12.40,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,42.42,EUR,42.42,42.42,EUR,42.42,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,19.69,EUR,19.69,19.69,EUR,19.69,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,6.00,EUR,6.00,6.00,EUR,6.00,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,11.30,EUR,11.30,11.30,EUR,11.30,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,10.50,EUR,10.50,10.50,EUR,10.50,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,21.00,EUR,21.00,21.00,EUR,21.00,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,22.26,EUR,22.26,22.26,EUR,22.26,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000607,PTB6240120,2024,5,FD,625300,S,,40,,,,75.46,EUR,75.46,75.46,EUR,75.46,EUR,EUR,07/05/2024,0.000,,W122814
0B62,629202,100000628,PTB6280001,2024,5,FD,625300,S,,40,,,,4.349.95,EUR,4.349.95,4.349.95,EUR,4.349.95,EUR,EUR,20/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,645.30,EUR,645.30,645.30,EUR,645.30,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,27.00,EUR,27.00,27.00,EUR,27.00,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,29.22,EUR,29.22,29.22,EUR,29.22,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,18.55,EUR,18.55,18.55,EUR,18.55,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,10.00,EUR,10.00,10.00,EUR,10.00,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,17.40,EUR,17.40,17.40,EUR,17.40,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,15.80,EUR,15.80,15.80,EUR,15.80,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,24.40,EUR,24.40,24.40,EUR,24.40,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,74.00,EUR,74.00,74.00,EUR,74.00,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,22.20,EUR,22.20,22.20,EUR,22.20,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000630,PTB6240120,2024,5,FD,625300,S,,40,,,,23.46,EUR,23.46,23.46,EUR,23.46,EUR,EUR,22/05/2024,0.000,,W122814
0B62,629202,100000660,PTB6240120,2024,6,FD,625300,S,,40,,,,42.25,EUR,42.25,42.25,EUR,42.25,EUR,EUR,03/06/2024,0.000,,W122814
0B62,629202,100000660,PTB6240120,2024,6,FD,625300,S,,40,,,,37.23,EUR,37.23,37.23,EUR,37.23,EUR,EUR,03/06/2024,0.000,,W122814
0B62,629202,100000660,PTB6240120,2024,6,FD,625300,S,,40,,,,25.00,EUR,25.00,25.00,EUR,25.00,EUR,EUR,03/06/2024,0.000,,W122814
0B62,629202,100000679,PTB6240120,2024,6,FD,625300,S,,40,,,,259.00,EUR,259.00,259.00,EUR,259.00,EUR,EUR,13/06/2024,0.000,,W122814
0B62,629202,100000679,PTB6240120,2024,6,FD,625300,S,,40,,,,42.70,EUR,42.70,42.70,EUR,42.70,EUR,EUR,13/06/2024,0.000,,W122814
