BUKRS,GJAHR,BELNR,BUDAT,CPUDT,CPUTM,USNAM,BKTXT,WAERS,BSTAT,TCODE,STBLG,BLART,BLDAT,UPDDT,LOTE BSEG
ES10,2024,1700020923,12/06/2024,12/06/2024,13:02:22,00340728,,EUR,,ZFIR004,,KG,21/05/2024,,1
ES10,2024,1700020924,12/06/2024,12/06/2024,13:02:22,00340728,,EUR,,ZFIR004,,KG,21/05/2024,,1
ES10,2024,1700020925,12/06/2024,12/06/2024,13:02:22,00340728,,EUR,,ZFIR004,,KG,21/05/2024,,1
ES10,2024,1700020926,12/06/2024,12/06/2024,13:02:22,00340728,,EUR,,ZFIR004,,KG,21/05/2024,,1
ES10,2024,1700020927,12/06/2024,12/06/2024,13:02:22,00340728,,EUR,,ZFIR004,,KG,21/05/2024,,1
ES10,2024,1700020928,12/06/2024,12/06/2024,13:02:22,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020929,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020930,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020931,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020932,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020933,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020934,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020935,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020936,12/06/2024,12/06/2024,13:02:24,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020937,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020938,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020939,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020940,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020941,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020942,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020943,12/06/2024,12/06/2024,13:02:25,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020944,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020945,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020946,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020947,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,22/05/2024,,1
ES10,2024,1700020948,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020949,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020950,12/06/2024,12/06/2024,13:02:26,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020951,12/06/2024,12/06/2024,13:02:27,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020952,12/06/2024,12/06/2024,13:02:27,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020953,12/06/2024,12/06/2024,13:02:27,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020954,12/06/2024,12/06/2024,13:02:27,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020955,12/06/2024,12/06/2024,13:02:27,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020956,12/06/2024,12/06/2024,13:02:28,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020957,12/06/2024,12/06/2024,13:02:28,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020958,12/06/2024,12/06/2024,13:02:29,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020959,12/06/2024,12/06/2024,13:02:29,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020960,12/06/2024,12/06/2024,13:02:29,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020961,12/06/2024,12/06/2024,13:02:29,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020962,12/06/2024,12/06/2024,13:02:30,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020963,12/06/2024,12/06/2024,13:02:30,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020964,12/06/2024,12/06/2024,13:02:30,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020965,12/06/2024,12/06/2024,13:02:30,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020966,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020967,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020968,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020969,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020970,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020971,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020972,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020973,12/06/2024,12/06/2024,13:02:31,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020974,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020975,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020976,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020977,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020978,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020979,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020980,12/06/2024,12/06/2024,13:02:32,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020981,12/06/2024,12/06/2024,13:02:33,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020982,12/06/2024,12/06/2024,13:02:33,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020983,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020984,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020985,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020986,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020987,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020988,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020989,12/06/2024,12/06/2024,13:02:34,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020990,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020991,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020992,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020993,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020994,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020995,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020996,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,23/05/2024,,1
ES10,2024,1700020997,12/06/2024,12/06/2024,13:02:35,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700020998,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700020999,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021000,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021001,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021002,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021003,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021004,12/06/2024,12/06/2024,13:02:36,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021005,12/06/2024,12/06/2024,13:02:37,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021006,12/06/2024,12/06/2024,13:02:38,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021007,12/06/2024,12/06/2024,13:02:38,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021008,12/06/2024,12/06/2024,13:02:38,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021009,12/06/2024,12/06/2024,13:02:38,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021010,12/06/2024,12/06/2024,13:02:38,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021011,12/06/2024,12/06/2024,13:02:39,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021012,12/06/2024,12/06/2024,13:02:39,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021013,12/06/2024,12/06/2024,13:02:39,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021014,12/06/2024,12/06/2024,13:02:39,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021015,12/06/2024,12/06/2024,13:02:39,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021016,12/06/2024,12/06/2024,13:02:39,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021017,12/06/2024,12/06/2024,13:02:40,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021018,12/06/2024,12/06/2024,13:02:40,00340728,,EUR,,ZFIR004,,KG,24/05/2024,,1
ES10,2024,1700021019,12/06/2024,12/06/2024,13:02:40,00340728,,EUR,,ZFIR004,,KG,25/05/2024,,1
ES10,2024,1700021020,12/06/2024,12/06/2024,13:02:40,00340728,,EUR,,ZFIR004,,KG,25/05/2024,,1
ES10,2024,1700021021,12/06/2024,12/06/2024,13:02:40,00340728,,EUR,,ZFIR004,,KG,26/05/2024,,1
ES10,2024,1700021022,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,26/05/2024,,1
ES10,2024,1700021023,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,26/05/2024,,1
ES10,2024,1700021024,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021025,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021026,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021027,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021028,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021029,12/06/2024,12/06/2024,13:02:41,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021030,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021031,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021032,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021033,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021034,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021035,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021036,12/06/2024,12/06/2024,13:02:42,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021037,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021038,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021039,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021040,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021041,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021042,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021043,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021044,12/06/2024,12/06/2024,13:02:43,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021045,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021046,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021047,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,27/05/2024,,1
ES10,2024,1700021048,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021049,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021050,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021051,12/06/2024,12/06/2024,13:02:44,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021052,12/06/2024,12/06/2024,13:02:45,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021053,12/06/2024,12/06/2024,13:02:45,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021054,12/06/2024,12/06/2024,13:02:45,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021055,12/06/2024,12/06/2024,13:02:45,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021056,12/06/2024,12/06/2024,13:02:45,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021057,12/06/2024,12/06/2024,13:02:45,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021058,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021059,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021060,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021061,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021062,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021063,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021064,12/06/2024,12/06/2024,13:02:46,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021065,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021066,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021067,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021068,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021069,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021070,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021071,12/06/2024,12/06/2024,13:02:47,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021072,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021073,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021074,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021075,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021076,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021077,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021078,12/06/2024,12/06/2024,13:02:48,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021079,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021080,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021081,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021082,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021083,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021084,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021085,12/06/2024,12/06/2024,13:02:49,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021086,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021087,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021088,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021089,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021090,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021091,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021092,12/06/2024,12/06/2024,13:02:50,00340728,,EUR,,ZFIR004,,KG,28/05/2024,,1
ES10,2024,1700021093,12/06/2024,12/06/2024,13:02:51,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021094,12/06/2024,12/06/2024,13:02:51,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021095,12/06/2024,12/06/2024,13:02:51,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021096,12/06/2024,12/06/2024,13:02:51,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021097,12/06/2024,12/06/2024,13:02:51,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021098,12/06/2024,12/06/2024,13:02:51,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021099,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021100,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021101,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021102,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021103,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021104,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021105,12/06/2024,12/06/2024,13:02:52,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021106,12/06/2024,12/06/2024,13:02:53,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021107,12/06/2024,12/06/2024,13:02:53,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021108,12/06/2024,12/06/2024,13:02:53,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021109,12/06/2024,12/06/2024,13:02:53,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021110,12/06/2024,12/06/2024,13:02:53,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021111,12/06/2024,12/06/2024,13:02:53,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021112,12/06/2024,12/06/2024,13:02:54,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021113,12/06/2024,12/06/2024,13:02:54,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021114,12/06/2024,12/06/2024,13:02:54,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021115,12/06/2024,12/06/2024,13:02:54,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021116,12/06/2024,12/06/2024,13:02:54,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021117,12/06/2024,12/06/2024,13:02:54,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021118,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021119,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021120,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021121,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,29/05/2024,,1
ES10,2024,1700021122,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021123,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021124,12/06/2024,12/06/2024,13:02:55,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021125,12/06/2024,12/06/2024,13:02:56,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021126,12/06/2024,12/06/2024,13:02:56,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021127,12/06/2024,12/06/2024,13:02:56,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021128,12/06/2024,12/06/2024,13:02:56,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021129,12/06/2024,12/06/2024,13:02:56,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021130,12/06/2024,12/06/2024,13:02:56,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021131,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021132,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021133,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021134,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,30/05/2024,,1
ES10,2024,1700021135,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021136,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021137,12/06/2024,12/06/2024,13:02:57,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021138,12/06/2024,12/06/2024,13:02:58,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021139,12/06/2024,12/06/2024,13:02:58,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021140,12/06/2024,12/06/2024,13:02:58,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021141,12/06/2024,12/06/2024,13:02:58,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
ES10,2024,1700021142,12/06/2024,12/06/2024,13:02:58,00340728,,EUR,,ZFIR004,,KG,31/05/2024,,1
