Diario,Per.,Nº asto.,F. ctble. asto.,F. entr.,Libro,Cuenta,Descr. cta.,Descr. apte.,Imp. ctble.,Imp. div. Debe,Imp. div. Haber,Ref. doc.,CodCli,Divisa,Usuario contab.,Business Unit
GRL,12,312400739,30/12/2024,30/12/2024,GE,759004,Ingresos por servicios diversos,Prev Fra a Ekon,-1300.32,0,1300.32,,A000,EUR,jmendez,01
GRL,12,312400739,30/12/2024,30/12/2024,GE,752001,Ingresos por arrendamientos,Prev Fra a Ekon,-172529.95,0,172529.95,,A000,EUR,jmendez,01
GRL,12,312400739,30/12/2024,30/12/2024,GE,759003,Ingresos por servicios diversos (limpiez,Prev Fra a Ekon,-15707.54,0,15707.54,,A000,EUR,jmendez,01
GRL,12,312400740,31/12/2024,30/12/2024,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses Revo,10887.48,10887.48,0,Prev. Intereses Revo,2011,EUR,silviamunoz,01
GRL,12,312400740,31/12/2024,30/12/2024,GE,514320,Intereses Revo Systems,Prev. Intereses Revo,-10887.48,0,10887.48,Prev. Intereses Revo,2011,EUR,silviamunoz,01
GRL,12,312400741,31/12/2024,30/12/2024,GE,280602,AA Aplicaciones Informáticas CEGID,Amortización   31/12/2024,-143.41,0,143.41,,,EUR,ojeda,01
GRL,12,312400741,31/12/2024,30/12/2024,GE,281700,A.A.de Equipos Para Procesos de Informac,Amortización   31/12/2024,-15.12,0,15.12,,,EUR,ojeda,01
GRL,12,312400741,31/12/2024,30/12/2024,GE,681701,Amort. Equipos Informáticos,Amortización   31/12/2024,15.12,15.12,0,,,EUR,ojeda,01
GRL,12,312400741,31/12/2024,30/12/2024,GE,680602,Amort. Aplicaciones Informáticas CEGID,Amortización   31/12/2024,143.41,143.41,0,,,EUR,ojeda,01
GRL,12,312400742,30/12/2024,30/12/2024,GE,206000,Aplicaciones Informáticas,CERITEK SARL.,12750,12750,0,,1305,EUR,ojeda,01
GRL,12,312400742,30/12/2024,30/12/2024,GE,206009,Aplicaciones informáticas en curso,CERITEK SARL.,-12750,0,12750,,1305,EUR,ojeda,01
GRL,12,312400743,31/12/2024,30/12/2024,GE,280600,A.A.de Aplicaciones Informáticas,Amortización   31/12/2024,-8.71,0,8.71,,,EUR,ojeda,01
GRL,12,312400743,31/12/2024,30/12/2024,GE,680501,Amortiz. Aplicaciones Informáticas,Amortización   31/12/2024,8.71,8.71,0,,,EUR,ojeda,01
GRL,12,312400744,30/12/2024,30/12/2024,ge,163312,Deudas L/P Ekon,,605163.88,605163.88,0,Fras. IC,A000,EUR,silviamunoz,01
GRL,12,312400744,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,-1333.76,0,1333.76,23-20240033,A000,EUR,silviamunoz,01
GRL,12,312400744,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,-302942.7,0,302942.7,23-20240024,A000,EUR,silviamunoz,01
GRL,12,312400744,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,-300887.42,0,300887.42,23-20240027,A000,EUR,silviamunoz,01
GRL,12,312400745,30/12/2024,30/12/2024,ge,163312,Deudas L/P Ekon,,-30250,0,30250,Minshare- Pago fra.,1148,EUR,silviamunoz,01
GRL,12,312400745,30/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,30250,30250,0,240102863,1148,EUR,silviamunoz,01
GRL,12,312400746,05/12/2024,30/12/2024,ge,163312,Deudas L/P Ekon,,-11686.2,0,11686.2,Acens- pago fra.,1098,EUR,silviamunoz,01
GRL,12,312400746,05/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,11686.2,11686.2,0,TSOLMAN/334584,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,ge,163312,Deudas L/P Ekon,,-125960.08,0,125960.08,Acens- pago fra.,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,50.26,50.26,0,TSOLMAN/326744,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,15663.28,15663.28,0,TSOLMAN/326771,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,726,726,0,TSOLMAN/336426,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,2004.57,2004.57,0,TSOLMAN/326746,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,6.59,6.59,0,TSOLMAN/326748,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,95.46,95.46,0,TSOLMAN/326749,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,156.51,156.51,0,TSOLMAN/326750,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,11.92,11.92,0,TSOLMAN/326761,1098,EUR,silviamunoz,01
GRL,12,312400747,19/12/2024,30/12/2024,GE,410000,Cuenta mayor de acreedores,,107245.49,107245.49,0,TSOLMAN/326762,1098,EUR,silviamunoz,01
GRL,12,312400748,30/12/2024,30/12/2024,ge,163312,Deudas L/P Ekon,,-605163.88,0,605163.88,Fras. IC,A000,EUR,silviamunoz,01
GRL,12,312400748,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,1333.76,1333.76,0,23-20240033,A000,EUR,silviamunoz,01
GRL,12,312400748,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,302942.7,302942.7,0,23-20240024,A000,EUR,silviamunoz,01
GRL,12,312400748,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,300887.42,300887.42,0,23-20240027,A000,EUR,silviamunoz,01
GRL,12,312400749,30/12/2024,30/12/2024,ge,163312,Deudas L/P Ekon,,605163.87,605163.87,0,Fras. IC,A000,EUR,silviamunoz,01
GRL,12,312400749,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,-1333.76,0,1333.76,23-20240033,A000,EUR,silviamunoz,01
GRL,12,312400749,30/12/2024,30/12/2024,GE,626003,Gastos Bancarios - Transferencias y Cheq,,0.01,0.01,0,,,EUR,silviamunoz,01
GRL,12,312400749,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,-302942.7,0,302942.7,23-20240024,A000,EUR,silviamunoz,01
GRL,12,312400749,30/12/2024,30/12/2024,GE,433000,Clientes. Empresas del Grupo,,-300887.42,0,300887.42,23-20240027,A000,EUR,silviamunoz,01
GRL,12,312400750,31/12/2024,30/12/2024,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses SMB,219573.74,219573.74,0,Prev. Intereses SMB,5025,EUR,silviamunoz,01
GRL,12,312400750,31/12/2024,30/12/2024,GE,514312,Intereses Ekon,Prev. Intereses SMB,-219573.74,0,219573.74,Prev. Intereses SMB,5025,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-205.74,0,205.74,68762,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,205.74,205.74,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,111.5,111.5,0,NG EB 202411,,EUR,silviamunoz,00
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-111.5,0,111.5,68796,,EUR,silviamunoz,00
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,213,213,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-213,0,213,68784,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,109.27,109.27,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-109.27,0,109.27,68792,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,528.28,528.28,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,300.27,300.27,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-300.27,0,300.27,68773,,EUR,silviamunoz,01
GRL,12,312400751,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-528.28,0,528.28,68774,,EUR,silviamunoz,01
GRL,12,312400752,30/12/2024,30/12/2024,ge,629405,Comidas. Gastos Locomoción,Mudanza Cegid,77.56,77.56,0,,,EUR,silviamunoz,01
GRL,12,312400752,30/12/2024,30/12/2024,GE,460002,Anticipos Tarjetas de Crédito,,-77.56,0,77.56,Visa empleados - EUR,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460002,Anticipos Tarjetas de Crédito,,-1759.02,0,1759.02,,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,198.31,198.31,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,1030.98,1030.98,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,65.48,65.48,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,69.54,69.54,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,464.25,464.25,0,NG EB 202411,,EUR,silviamunoz,01
GRL,12,312400753,30/12/2024,30/12/2024,GE,460001,Anticipos Notas de Gastos,,-69.54,0,69.54,68746,,EUR,silviamunoz,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-49.49,0,49.49,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,475100,I.R.P.F.,IRPF 2024,529.48,529.48,0,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-80.36,0,80.36,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-236.82,0,236.82,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-32.76,0,32.76,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-1.08,0,1.08,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-2.68,0,2.68,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-21.33,0,21.33,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-20.48,0,20.48,,,EUR,jmendez,01
GRL,12,312400754,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,475100,I.R.P.F.,IRPF 2024,529.48,529.48,0,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-49.49,0,49.49,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-80.36,0,80.36,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-236.82,0,236.82,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-32.76,0,32.76,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-1.08,0,1.08,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-2.68,0,2.68,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-21.33,0,21.33,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-20.48,0,20.48,,,EUR,jmendez,01
GRL,12,312400755,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,475100,I.R.P.F.,IRPF 2024,529.48,529.48,0,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-49.49,0,49.49,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-80.36,0,80.36,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-236.82,0,236.82,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-32.76,0,32.76,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-1.08,0,1.08,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-2.68,0,2.68,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-21.33,0,21.33,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-20.48,0,20.48,,,EUR,jmendez,01
GRL,12,312400756,30/12/2024,02/01/2025,GE,640007,Seguros Médicos Personal,IRPF 2024,-28.16,0,28.16,,,EUR,jmendez,01
GRL,12,312400757,30/12/2024,02/01/2025,GE,478000,Previsión Tributos,IAE,1789.38,1789.38,0,,,EUR,jmendez,01
GRL,12,312400757,30/12/2024,02/01/2025,GE,631001,I.A.E.,IAE,-1789.38,0,1789.38,,,EUR,jmendez,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,410900,Acreedores. facturas pendientes de recib,Prev.Fras Avoris,-7504.62,0,7504.62,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,213.84,213.84,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Anul.Prev.Fras Avoris,-4739.64,0,4739.64,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,469.41,469.41,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,-6.34,0,6.34,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,486.03,486.03,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,143.03,143.03,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,392.35,392.35,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,403.21,403.21,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,4.67,4.67,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,383.06,383.06,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,4.67,4.67,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,157,157,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,35.06,35.06,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,4.67,4.67,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,4.1,4.1,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,12.87,12.87,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,46.74,46.74,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,784,784,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,4.1,4.1,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,23.37,23.37,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,95.5,95.5,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,189.72,189.72,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,102.41,102.41,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,196,196,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,171,171,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,35.06,35.06,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,240.72,240.72,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,35.06,35.06,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,440000,Deudores por prestaciones de servicios,Prev.Fras Avoris,583.4,583.4,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,100,100,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,23.37,23.37,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,11.69,11.69,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,70.12,70.12,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,17.53,17.53,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629404,Tren. Metro y Bus,Prev.Fras Avoris,24.55,24.55,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629404,Tren. Metro y Bus,Prev.Fras Avoris,8.18,8.18,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629404,Tren. Metro y Bus,Prev.Fras Avoris,23.64,23.64,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,410900,Acreedores. facturas pendientes de recib,Anul.Prev.Fras Avoris,4739.64,4739.64,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,5.84,5.84,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629402,Hotel y Alojamientos,Prev.Fras Avoris,17.53,17.53,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,59.09,59.09,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,132.99,132.99,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,227.98,227.98,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,48,48,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629404,Tren. Metro y Bus,Prev.Fras Avoris,85.45,85.45,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629404,Tren. Metro y Bus,Prev.Fras Avoris,75.86,75.86,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,407.15,407.15,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,463.59,463.59,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,52.43,52.43,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,149.02,149.02,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,81,81,0,,2837,EUR,ojeda,01
GRL,12,312400758,31/12/2024,02/01/2025,GE,629403,Avión,Prev.Fras Avoris,88,88,0,,2837,EUR,ojeda,01
GRL,12,312400759,31/12/2024,02/01/2025,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses 202412,517695.79,517695.79,0,Prev. Intereses 202412,2202,EUR,silviamunoz,01
GRL,12,312400759,31/12/2024,02/01/2025,GE,163316,Intereses Cegid. SAS L/P,Prev. Intereses 202412,-517695.79,0,517695.79,Prev. Intereses 202412,2202,EUR,silviamunoz,01
GRL,12,312400760,31/12/2024,02/01/2025,GE,433000,Clientes. Empresas del Grupo,,1333.76,0,-1333.76,23-20240033,A000,EUR,silviamunoz,01
GRL,12,312400760,31/12/2024,02/01/2025,GE,433000,Clientes. Empresas del Grupo,,302942.7,0,-302942.7,23-20240024,A000,EUR,silviamunoz,01
GRL,12,312400760,31/12/2024,02/01/2025,GE,433000,Clientes. Empresas del Grupo,,300887.42,0,-300887.42,23-20240027,A000,EUR,silviamunoz,01
GRL,12,312400760,31/12/2024,02/01/2025,GE,433000,Clientes. Empresas del Grupo,,-302942.7,0,302942.7,23-20240024,A000,EUR,silviamunoz,01
GRL,12,312400760,31/12/2024,02/01/2025,GE,433000,Clientes. Empresas del Grupo,,-300887.42,0,300887.42,23-20240027,A000,EUR,silviamunoz,01
GRL,12,312400760,31/12/2024,02/01/2025,GE,433000,Clientes. Empresas del Grupo,,-1333.76,0,1333.76,23-20240033,A000,EUR,silviamunoz,01
GRL,12,312400761,30/12/2024,02/01/2025,GE,410900,Acreedores. facturas pendientes de recib,Previsión mes en curso,-3352.06,0,3352.06,,,EUR,jmendez,01
GRL,12,312400761,30/12/2024,02/01/2025,GE,629101,Suscripciones a Publicaciones,IESE Alumni,425.7,425.7,0,,2280,EUR,jmendez,01
GRL,12,312400761,30/12/2024,02/01/2025,GE,621201,Uso Interno Software de Terceros,WpEngine,669.03,669.03,0,,1352,EUR,jmendez,01
GRL,12,312400761,30/12/2024,02/01/2025,GE,621201,Uso Interno Software de Terceros,WpEngine,298.82,298.82,0,,1352,EUR,jmendez,01
GRL,12,312400761,30/12/2024,02/01/2025,GE,621201,Uso Interno Software de Terceros,WpEngine,1293.39,1293.39,0,,1352,EUR,jmendez,01
GRL,12,312400761,30/12/2024,02/01/2025,GE,623004,Asesores financieros,Informa D&B,201.6,201.6,0,,3270,EUR,jmendez,01
