Asiento,Comentario,Descripción,Cuenta,Debe,Haber
251638,comision,SERVICIOS BANCARIOS      ,6260000,0.40 ,
251638,comision,LA CAIXA 81270,5720700,,0.40 
251657,Dekomon visual s/fra.421336-ES,DEKOM VISUAL SOLUTIONS. S.L.,4000408,,2.081.20 
251657,Dekomon visual s/fra.421336-ES,HDA.P.IVA SOPORTADO      ,4720000,361.20 ,
251657,Dekomon visual s/fra.421336-ES,MANTENIMIENTO SOFTWARE,6221000,1.720.00 ,
251658,Momoon Ecoff s/fra.24070220,MOMNOON ECOFF. S.L.,4000734,,448.00 
251658,Momoon Ecoff s/fra.24070220,HDA.P.IVA SOPORTADO      ,4720000,40.73 ,
251658,Momoon Ecoff s/fra.24070220,ALIMENTACIÓN,6291900,407.27 ,
251659,Plug and go arquitec. s/fra.2024/240181,PLUG & GO ARQUITECTURA CORPORATIVA. S.L.,4100375,,58.034.92 
251659,Plug and go arquitec. s/fra.2024/240181,HDA.P.IVA SOPORTADO      ,4720000,10.072.18 ,
251659,Plug and go arquitec. s/fra.2024/240181,OTRAS INSTALACIONES      ,2150000,47.962.74 ,
251660,Uber s/fra.12-2024-006,UBER. B.V. / AEROCITY. S.L.,4000703,,545.39 
251660,Uber s/fra.12-2024-006,HDA.P.IVA SOPORTADO      ,4720000,49.58 ,
251660,Uber s/fra.12-2024-006,TRANSPORTES              ,6240000,495.81 ,
251661,Portier eats spain s/fra.2024-F1-1050515,PORTIER EATS SPAIN. S.L.,4000647,,4.369.89 
251661,Portier eats spain s/fra.2024-F1-1050515,HDA.P.IVA SOPORTADO      ,4720000,75.92 ,
251661,Portier eats spain s/fra.2024-F1-1050515,COMIDAS EMPLEADOS,6292100,4.293.97 ,
251662,Serv.integrales mant.s/fra.24/2/2262,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651,,65.35 
251662,Serv.integrales mant.s/fra.24/2/2262,HDA.P.IVA SOPORTADO      ,4720000,11.34 ,
251662,Serv.integrales mant.s/fra.24/2/2262,OTROS SERVICIOS          ,6290000,54.01 ,
251663,Auren consultores s/fra.365/2401682,AUREN CONSULTORES SP. S.L.P.,4000691,,36.30 
251663,Auren consultores s/fra.365/2401682,HDA.P.IVA SOPORTADO      ,4720000,6.30 ,
251663,Auren consultores s/fra.365/2401682,MANTENIMIENTO SOFTWARE,6221000,30.00 ,
251664,Cabify España s/fra.ESP24F145314,CABIFY ESPAÑA. S.A.,4000217,,461.02 
251664,Cabify España s/fra.ESP24F145314,HDA.P.IVA SOPORTADO      ,4720000,41.91 ,
251664,Cabify España s/fra.ESP24F145314,TRANSPORTES              ,6240000,419.11 ,
251665,Mutua madrileña s/fra.1-242202,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,,10.790.50 
251665,Mutua madrileña s/fra.1-242202,HDA.P.IVA SOPORTADO      ,4720000,1.872.73 ,
251665,Mutua madrileña s/fra.1-242202,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001,8.917.77 ,
251666,Mutua madrileña s/fra.1-242201,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,,44.888.18 
251666,Mutua madrileña s/fra.1-242201,HDA.P.IVA SOPORTADO      ,4720000,7.790.51 ,
251666,Mutua madrileña s/fra.1-242201,ARRENDAMIENTOS           ,6210000,37.097.67 ,
251667,Refinitiv s/fra.901774703,REFINITIV. S.L.,4100059,,16.661.70 
251667,Refinitiv s/fra.901774703,HDA.P.IVA SOPORTADO      ,4720000,2.891.70 ,
251667,Refinitiv s/fra.901774703,SUSCRIPCIONES,6296000,13.770.00 ,
251668,Grant Thornton s/fra.FA242-2106,GRANT THORNTON INTERNATIONAL. LTD,4000640,,11.174.07 
251668,Grant Thornton s/fra.FA242-2106,HDA.P.IVA SOPORTADO      ,4720000,1.939.30 ,
251668,Grant Thornton s/fra.FA242-2106,SERV.PROFES.INDEPENDIENT.,6230000,9.234.77 ,
251669,Cxiome s/fra.FAC-CXM2406-215 Portatil,CXIOME ESPAÑA. S.A.,4000169,,3.241.15 
251669,Cxiome s/fra.FAC-CXM2406-215 Portatil,HDA.P.IVA SOPORTADO      ,4720000,562.51 ,
251669,Cxiome s/fra.FAC-CXM2406-215 Portatil,EQUIPOS PROCESOS INFORM. ,2170000,2.678.64 ,
251670,Semola restauracion s/fra.0330062024,SEMOLA RESTAURACION. S.L.,4100127,,1.657.70 
251670,Semola restauracion s/fra.0330062024,HDA.P.IVA SOPORTADO      ,4720000,150.70 ,
251670,Semola restauracion s/fra.0330062024,COMIDAS EMPLEADOS,6292100,1.507.00 ,
251671,Siemens renting s/fra.53140104935235,SIEMENS RENTING. S.A.,4000543,,61.69 
251671,Siemens renting s/fra.53140104935235,HDA.P.IVA SOPORTADO      ,4720000,10.71 ,
251671,Siemens renting s/fra.53140104935235,ARRENDAMIENTOS           ,6210000,50.98 ,
251672,Culligan water spain s/fra.2715261,CULLIGAN WATER SPAIN. S.L.,4000417,,97.89 
251672,Culligan water spain s/fra.2715261,HDA.P.IVA SOPORTADO      ,4720000,16.99 ,
251672,Culligan water spain s/fra.2715261,ALIMENTACIÓN,6291900,80.90 ,
251673,Rams courier s/fra.R/24/0556,RAMS COURIER. S.L.,4000698,,80.77 
251673,Rams courier s/fra.R/24/0556,HDA.P.IVA SOPORTADO      ,4720000,14.02 ,
251673,Rams courier s/fra.R/24/0556,TRANSPORTES              ,6240000,66.75 ,
251674,Endesa energia s/fra.PNR408N0017609,ENDESA ENERGIA. S.A.,4000068,,296.41 
251674,Endesa energia s/fra.PNR408N0017609,HDA.P.IVA SOPORTADO      ,4720000,51.44 ,
251674,Endesa energia s/fra.PNR408N0017609,SUMINISTROS ,6280000,244.97 ,
251675,Endesa energia s/fra.PNR408N0017608,ENDESA ENERGIA. S.A.,4000068,,197.71 
251675,Endesa energia s/fra.PNR408N0017608,HDA.P.IVA SOPORTADO      ,4720000,34.31 ,
251675,Endesa energia s/fra.PNR408N0017608,SUMINISTROS ,6280000,163.40 ,
251676,Endesa energia s/fra.PNR401N0251589,ENDESA ENERGIA. S.A.,4000068,,470.33 
251676,Endesa energia s/fra.PNR401N0251589,HDA.P.IVA SOPORTADO      ,4720000,81.63 ,
251676,Endesa energia s/fra.PNR401N0251589,SUMINISTROS ,6280000,388.70 ,
251677,Endesa energia s/fra.PNR401N0251590,ENDESA ENERGIA. S.A.,4000068,,564.24 
251677,Endesa energia s/fra.PNR401N0251590,HDA.P.IVA SOPORTADO      ,4720000,97.93 ,
251677,Endesa energia s/fra.PNR401N0251590,SUMINISTROS ,6280000,466.31 ,
251678,Endesa energia s/fra.PNR401N0303735,ENDESA ENERGIA. S.A.,4000068,,284.94 
251678,Endesa energia s/fra.PNR401N0303735,HDA.P.IVA SOPORTADO      ,4720000,49.45 ,
251678,Endesa energia s/fra.PNR401N0303735,SUMINISTROS ,6280000,235.49 ,
251679,Endesa energia s/fra.PNR401N0303734,ENDESA ENERGIA. S.A.,4000068,,237.89 
251679,Endesa energia s/fra.PNR401N0303734,HDA.P.IVA SOPORTADO      ,4720000,41.29 ,
251679,Endesa energia s/fra.PNR401N0303734,SUMINISTROS ,6280000,196.60 ,
251680,Endesa energia s/fra.P24CON021713799,ENDESA ENERGIA. S.A.,4000068,,1.161.41 
251680,Endesa energia s/fra.P24CON021713799,HDA.P.IVA SOPORTADO      ,4720000,201.57 ,
251680,Endesa energia s/fra.P24CON021713799,SUMINISTROS ,6280000,959.84 ,
251681,Endesa energia s/fra.P24CON025648886,ENDESA ENERGIA. S.A.,4000068,,1.204.99 
251681,Endesa energia s/fra.P24CON025648886,HDA.P.IVA SOPORTADO      ,4720000,209.13 ,
251681,Endesa energia s/fra.P24CON025648886,SUMINISTROS ,6280000,995.86 ,
251682,Endesa x servicio s/fra.E424NC00102058,ENDESA X SERVICIOS. S.L.,4000692,,16.20 
251682,Endesa x servicio s/fra.E424NC00102058,HDA.P.IVA SOPORTADO      ,4720000,2.81 ,
251682,Endesa x servicio s/fra.E424NC00102058,REPARACIONES Y CONSERVAC.,6220000,13.39 ,
251683,Endesa x servicio s/fra.E424NC00078858,ENDESA X SERVICIOS. S.L.,4000692,,16.20 
251683,Endesa x servicio s/fra.E424NC00078858,HDA.P.IVA SOPORTADO      ,4720000,2.81 ,
251683,Endesa x servicio s/fra.E424NC00078858,REPARACIONES Y CONSERVAC.,6220000,13.39 ,
251684,Endesa x servicio s/fra.E424NC00082318,ENDESA X SERVICIOS. S.L.,4000692,,16.20 
251684,Endesa x servicio s/fra.E424NC00082318,HDA.P.IVA SOPORTADO      ,4720000,2.81 ,
251684,Endesa x servicio s/fra.E424NC00082318,REPARACIONES Y CONSERVAC.,6220000,13.39 ,
251685,Endesa x servicio s/fra.E424NC00098705,ENDESA X SERVICIOS. S.L.,4000692,,16.20 
251685,Endesa x servicio s/fra.E424NC00098705,HDA.P.IVA SOPORTADO      ,4720000,2.81 ,
251685,Endesa x servicio s/fra.E424NC00098705,REPARACIONES Y CONSERVAC.,6220000,13.39 ,
251686,Endesa x servicio s/fra.E424NC00042417,ENDESA X SERVICIOS. S.L.,4000692,,6.80 
251686,Endesa x servicio s/fra.E424NC00042417,HDA.P.IVA SOPORTADO      ,4720000,1.18 ,
251686,Endesa x servicio s/fra.E424NC00042417,REPARACIONES Y CONSERVAC.,6220000,5.62 ,
251687,Endesa x servicio s/fra.E424NC00045349,ENDESA X SERVICIOS. S.L.,4000692,,6.80 
251687,Endesa x servicio s/fra.E424NC00045349,HDA.P.IVA SOPORTADO      ,4720000,1.18 ,
251687,Endesa x servicio s/fra.E424NC00045349,REPARACIONES Y CONSERVAC.,6220000,5.62 ,
251688,Gabinete juridico MF s/fra.7032,GABINETE JURIDICO MF Y CA Abogados,4100024,,650.84 
251688,Gabinete juridico MF s/fra.7032,HDA.P. RETENCION PROFESIONALES,4751300,,92.10 
251688,Gabinete juridico MF s/fra.7032,HDA.P.IVA SOPORTADO      ,4720000,128.94 ,
251688,Gabinete juridico MF s/fra.7032,SERV.PROFES.INDEPENDIENT.,6230000,614.00 ,
251690,Refinitiv s/fra.901874913,REFINITIV. S.L.,4100059,,69.345.90 
251690,Refinitiv s/fra.901874913,HDA.P.IVA SOPORTADO      ,4720000,12.035.24 ,
251690,Refinitiv s/fra.901874913,SUSCRIPCIONES,6296000,57.310.66 ,
251691,Cxiome Surface Pro y 2 Hp portatil,CXIOME ESPAÑA. S.A.,4000169,,6.083.41 
251691,Cxiome Surface Pro y 2 Hp portatil,HDA.P.IVA SOPORTADO      ,4720000,1.055.80 ,
251691,Cxiome Surface Pro y 2 Hp portatil,EQUIPOS PROCESOS INFORM. ,2170000,5.027.61 ,
251692,Telefonica s/fra.TA7DM0086745,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,3.135.20 
251692,Telefonica s/fra.TA7DM0086745,HDA.P.IVA SOPORTADO      ,4720000,544.13 ,
251692,Telefonica s/fra.TA7DM0086745,COMUNICACIONES (TELEFONO),6281000,2.591.07 ,
251693,Telefonica movil s/fra.28-G4U1-007807,TELEFONICA MOVILES ESPAÑA. S.A.,4000004,,467.13 
251693,Telefonica movil s/fra.28-G4U1-007807,HDA.P.IVA SOPORTADO      ,4720000,81.07 ,
251693,Telefonica movil s/fra.28-G4U1-007807,COMUNICACIONES (TELEFONO),6281000,386.06 ,
251694,Ricoh España s/fra.844657228,RICOH ESPAÑA. S.L.,4000040,,271.19 
251694,Ricoh España s/fra.844657228,HDA.P.IVA SOPORTADO      ,4720000,47.07 ,
251694,Ricoh España s/fra.844657228,ARRENDAMIENTOS           ,6210000,224.12 ,
251695,Adobe Systems s/fra.IEE202400765602,ADOBE SYSTEMS SOFTWARE,4000117,,19.99 
251695,Adobe Systems s/fra.IEE202400765602,HDA.P.IVA SOPORTADO      ,4720000,4.20 ,
251695,Adobe Systems s/fra.IEE202400765602,OTROS SERVICIOS          ,6290000,19.99 ,
251695,Adobe Systems s/fra.IEE202400765602,HDA.P.IVA REPERCUTIDO    ,4770000,,4.20 
251696,Ricoh España s/fra.844670714,RICOH ESPAÑA. S.L.,4000040,,1.336.01 
251696,Ricoh España s/fra.844670714,HDA.P.IVA SOPORTADO      ,4720000,231.87 ,
251696,Ricoh España s/fra.844670714,ARRENDAMIENTOS           ,6210000,1.104.14 ,
251697,Cxiome España s/fra.FAC-CXM2407-030,CXIOME ESPAÑA. S.A.,4000169,,5.496.93 
251697,Cxiome España s/fra.FAC-CXM2407-030,HDA.P.IVA SOPORTADO      ,4720000,954.01 ,
251697,Cxiome España s/fra.FAC-CXM2407-030,MANTENIMIENTO SOFTWARE,6221000,4.542.92 ,
251699,Safety doc s/fra.241136,SAFETY-DOC. S.L.,4000052,,67.20 
251699,Safety doc s/fra.241136,HDA.P.IVA SOPORTADO      ,4720000,6.11 ,
251699,Safety doc s/fra.241136,OTROS SERVICIOS          ,6290000,61.09 ,
251700,Freepik company s/fra.INV-C-2024-6897565,FREEPIK COMPANY. S.L.,4000665,,12.09 
251700,Freepik company s/fra.INV-C-2024-6897565,HDA.P.IVA SOPORTADO      ,4720000,2.10 ,
251700,Freepik company s/fra.INV-C-2024-6897565,SUSCRIPCIONES,6296000,9.99 ,
251701,3f Ingenieria s/fra.22266/230724,3F INGENIERIA MANTENIMIENTOS. SL.,4000056,,157.30 
251701,3f Ingenieria s/fra.22266/230724,HDA.P.IVA SOPORTADO      ,4720000,27.30 ,
251701,3f Ingenieria s/fra.22266/230724,REPARACIONES Y CONSERVAC.,6220000,130.00 ,
251702,De la A a la Z s/fra.0314/2024,DE A A Z GESTION INTEGRAL DE SERVICIOS. S.L.,4000388,,647.90 
251702,De la A a la Z s/fra.0314/2024,HDA.P.IVA SOPORTADO      ,4720000,58.90 ,
251702,De la A a la Z s/fra.0314/2024,PUBLIC.PROPAG.RELAC.PUBL.,6270000,589.00 ,
251704,Indiana factory,INDIANA FACTORY BARCELONA. S.L.,4000819,,45.92 
251704,Indiana factory,HDA.P.IVA SOPORTADO      ,4720000,7.97 ,
251704,Indiana factory,OTROS SERVICIOS          ,6290000,37.95 ,
251705,Bistro Colon s/fra.P181/2024,BISTRO COLON. S.L.U.,4000820,,1.000.00 
251705,Bistro Colon s/fra.P181/2024,HDA.P.IVA SOPORTADO      ,4720000,90.91 ,
251705,Bistro Colon s/fra.P181/2024,PUBLIC.PROPAG.RELAC.PUBL.,6270000,909.09 ,
251706,Real club nautico de Valencia s/fra.793,REAL CLUB NAUTICO VALENCIA,4000821,,750.01 
251706,Real club nautico de Valencia s/fra.793,HDA.P.IVA SOPORTADO      ,4720000,130.17 ,
251706,Real club nautico de Valencia s/fra.793,PUBLIC.PROPAG.RELAC.PUBL.,6270000,619.84 ,
251707,One capital s/fra.7021,ONE CAPITAL. S.L.,4000822,,1.025.04 
251707,One capital s/fra.7021,HDA.P.IVA SOPORTADO      ,4720000,177.90 ,
251707,One capital s/fra.7021,SERV.PROFES.INDEPENDIENT.,6230000,847.14 ,
251710,Amazon business s/fra.ES4JROXABEI,AMAZON BUSINESS EU. S.A.R.L.,4000630,,2.00 
251710,Amazon business s/fra.ES4JROXABEI,HDA.P.IVA SOPORTADO      ,4720000,0.42 ,
251710,Amazon business s/fra.ES4JROXABEI,MATERIAL DE OFICINA      ,6292000,2.00 ,
251710,Amazon business s/fra.ES4JROXABEI,HDA.P.IVA REPERCUTIDO    ,4770000,,0.42 
251711,Amazon business s/abono ES41CKIABEC,AMAZON BUSINESS EU. S.A.R.L.,4000630,,-51.79 
251711,Amazon business s/abono ES41CKIABEC,HDA.P.IVA SOPORTADO      ,4720000,-10.88 ,
251711,Amazon business s/abono ES41CKIABEC,MATERIAL DE OFICINA      ,6292000,-51.79 ,
251711,Amazon business s/abono ES41CKIABEC,HDA.P.IVA REPERCUTIDO    ,4770000,,-10.88 
251712,Amazon business s/abono ES41CKGABEC,AMAZON BUSINESS EU. S.A.R.L.,4000630,,-51.79 
251712,Amazon business s/abono ES41CKGABEC,HDA.P.IVA SOPORTADO      ,4720000,-10.88 ,
251712,Amazon business s/abono ES41CKGABEC,MATERIAL DE OFICINA      ,6292000,-51.79 ,
251712,Amazon business s/abono ES41CKGABEC,HDA.P.IVA REPERCUTIDO    ,4770000,,-10.88 
251714,Amazon business s/fra.ES42PFOABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,21.48 
251714,Amazon business s/fra.ES42PFOABEY,HDA.P.IVA SOPORTADO      ,4720000,4.51 ,
251714,Amazon business s/fra.ES42PFOABEY,MATERIAL DE OFICINA      ,6292000,21.48 ,
251714,Amazon business s/fra.ES42PFOABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,4.51 
251715,Amazon business s/fra.ES42PBSABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,80.20 
251715,Amazon business s/fra.ES42PBSABEY,HDA.P.IVA SOPORTADO      ,4720000,16.84 ,
251715,Amazon business s/fra.ES42PBSABEY,MATERIAL DE OFICINA      ,6292000,80.20 ,
251715,Amazon business s/fra.ES42PBSABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,16.84 
251716,Amazon business s/fra.ES42OJLABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,196.25 
251716,Amazon business s/fra.ES42OJLABEY,HDA.P.IVA SOPORTADO      ,4720000,41.21 ,
251716,Amazon business s/fra.ES42OJLABEY,MATERIAL DE OFICINA      ,6292000,196.25 ,
251716,Amazon business s/fra.ES42OJLABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,41.21 
251717,Amazon business s/fra.ES42REGABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,38.44 
251717,Amazon business s/fra.ES42REGABEY,HDA.P.IVA SOPORTADO      ,4720000,8.07 ,
251717,Amazon business s/fra.ES42REGABEY,MATERIAL DE OFICINA      ,6292000,38.44 ,
251717,Amazon business s/fra.ES42REGABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,8.07 
251718,Amazon business s/fra.ES42XEJABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,101.43 
251718,Amazon business s/fra.ES42XEJABEY,HDA.P.IVA SOPORTADO      ,4720000,21.30 ,
251718,Amazon business s/fra.ES42XEJABEY,MATERIAL DE OFICINA      ,6292000,101.43 ,
251718,Amazon business s/fra.ES42XEJABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,21.30 
251719,Amazon business s/fra.ES42XFDABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,628.05 
251719,Amazon business s/fra.ES42XFDABEY,HDA.P.IVA SOPORTADO      ,4720000,131.89 ,
251719,Amazon business s/fra.ES42XFDABEY,MATERIAL DE OFICINA      ,6292000,628.05 ,
251719,Amazon business s/fra.ES42XFDABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,131.89 
251720,Amazon business s/fra.ES42ZI2ABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,47.90 
251720,Amazon business s/fra.ES42ZI2ABEY,HDA.P.IVA SOPORTADO      ,4720000,10.06 ,
251720,Amazon business s/fra.ES42ZI2ABEY,MATERIAL DE OFICINA      ,6292000,47.90 ,
251720,Amazon business s/fra.ES42ZI2ABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,10.06 
251721,Amazon business s/fra.ES4316FABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,6.85 
251721,Amazon business s/fra.ES4316FABEY,HDA.P.IVA SOPORTADO      ,4720000,1.44 ,
251721,Amazon business s/fra.ES4316FABEY,MATERIAL DE OFICINA      ,6292000,6.85 ,
251721,Amazon business s/fra.ES4316FABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,1.44 
251722,Amazon business s/fra.ES434QABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,20.58 
251722,Amazon business s/fra.ES434QABEY,HDA.P.IVA SOPORTADO      ,4720000,4.32 ,
251722,Amazon business s/fra.ES434QABEY,MATERIAL DE OFICINA      ,6292000,20.58 ,
251722,Amazon business s/fra.ES434QABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,4.32 
251723,Simplefruit españa s/fra.C-007973,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520,,320.22 
251723,Simplefruit españa s/fra.C-007973,ALIMENTACIÓN,6291900,320.22 ,
251724,Culligan water s/fra.2759013,CULLIGAN WATER SPAIN. S.L.,4000417,,65.68 
251724,Culligan water s/fra.2759013,HDA.P.IVA SOPORTADO      ,4720000,11.40 ,
251724,Culligan water s/fra.2759013,ALIMENTACIÓN,6291900,54.28 ,
251725,Martinez Ferrando y asoc.s/fra.236/2024,MARTINEZ FERRANDO Y ASOC.,4000003,,2.904.00 
251725,Martinez Ferrando y asoc.s/fra.236/2024,HDA.P.IVA SOPORTADO      ,4720000,504.00 ,
251725,Martinez Ferrando y asoc.s/fra.236/2024,SERV.PROFES.INDEPENDIENT.,6230000,2.400.00 ,
251726,Prodware Spain s/fra.PIN_00036823,PRODWARE SPAIN,4000211,,5.421.19 
251726,Prodware Spain s/fra.PIN_00036823,HDA.P.IVA SOPORTADO      ,4720000,940.87 ,
251726,Prodware Spain s/fra.PIN_00036823,MANTENIMIENTO SOFTWARE,6221000,4.480.32 ,
251727,Multianau s/fra.FV24070095,MULTIANAU. S.L.,4000220,,3.706.47 
251727,Multianau s/fra.FV24070095,HDA.P.IVA SOPORTADO      ,4720000,643.27 ,
251727,Multianau s/fra.FV24070095,LIMPIEZA,6291500,3.063.20 ,
251728,BV Global s/fra.BI-73090,VB GLOBAL GROUP. S.L.,4100402,,1.379.60 
251728,BV Global s/fra.BI-73090,HDA.P.IVA SOPORTADO      ,4720000,134.31 ,
251728,BV Global s/fra.BI-73090,GASTOS DE VIAJE          ,6291000,1.245.29 ,
251729,VB Global group s/fra.RGE-79717,VB GLOBAL GROUP. S.L.,4100402,,873.13 
251729,VB Global group s/fra.RGE-79717,HDA.P.IVA SOPORTADO      ,4720000,92.47 ,
251729,VB Global group s/fra.RGE-79717,GASTOS DE VIAJE          ,6291000,780.66 ,
251730,Seidor consulting s/fra.80413881,SEIDOR CONSULTING,4000537,,943.80 
251730,Seidor consulting s/fra.80413881,HDA.P.IVA SOPORTADO      ,4720000,163.80 ,
251730,Seidor consulting s/fra.80413881,MANTENIMIENTO SOFTWARE,6221000,780.00 ,
251731,Flat s/fra.1333/2024,FLAT 101. S.L.U.,4000804,,1.452.00 
251731,Flat s/fra.1333/2024,HDA.P.IVA SOPORTADO      ,4720000,252.00 ,
251731,Flat s/fra.1333/2024,FLAT 101. S.L.U.,6070804,1.200.00 ,
251732,Llorente y cuenca s/fra.FR1-1737,LLORENTE Y CUENCA MADRID. S.L.,4000521,,8.384.49 
251732,Llorente y cuenca s/fra.FR1-1737,HDA.P.IVA SOPORTADO      ,4720000,1.455.16 ,
251732,Llorente y cuenca s/fra.FR1-1737,SERV.PROFES.INDEPENDIENT.,6230000,6.929.33 ,
251733,Llorente y cuenca s/fra.FR1-1854,LLORENTE Y CUENCA MADRID. S.L.,4000521,,387.20 
251733,Llorente y cuenca s/fra.FR1-1854,HDA.P.IVA SOPORTADO      ,4720000,67.20 ,
251733,Llorente y cuenca s/fra.FR1-1854,SERV.PROFES.INDEPENDIENT.,6230000,320.00 ,
251734,M&A Investment network s/fra.AZ/7,M&A INVESTMENT NETWORK. S.L.,4000710,,22.687.50 
251734,M&A Investment network s/fra.AZ/7,HDA.P.IVA SOPORTADO      ,4720000,3.937.50 ,
251734,M&A Investment network s/fra.AZ/7,SERV.PROFES.INDEPENDIENT.,6230000,18.750.00 ,
251735,Josel s/fra.P/52797/24,JOSEL S.L.U.,4000187,,186.87 
251735,Josel s/fra.P/52797/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
251735,Josel s/fra.P/52797/24,ARRENDAMIENTOS           ,6210000,154.44 ,
251736,Josel s/fra.P/52798/24,JOSEL S.L.U.,4000187,,186.87 
251736,Josel s/fra.P/52798/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
251736,Josel s/fra.P/52798/24,ARRENDAMIENTOS           ,6210000,154.44 ,
251737,Josel s/fra.P/52799/24,JOSEL S.L.U.,4000187,,186.87 
251737,Josel s/fra.P/52799/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
251737,Josel s/fra.P/52799/24,ARRENDAMIENTOS           ,6210000,154.44 ,
251738,Josel s/fra.P/52800/24,JOSEL S.L.U.,4000187,,121.00 
251738,Josel s/fra.P/52800/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
251738,Josel s/fra.P/52800/24,ARRENDAMIENTOS           ,6210000,100.00 ,
251739,Josel s/fra.P/52801/24,JOSEL S.L.U.,4000187,,121.00 
251739,Josel s/fra.P/52801/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
251739,Josel s/fra.P/52801/24,ARRENDAMIENTOS           ,6210000,100.00 ,
251740,Josel s/fra.P/52802/24,JOSEL S.L.U.,4000187,,121.00 
251740,Josel s/fra.P/52802/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
251740,Josel s/fra.P/52802/24,ARRENDAMIENTOS           ,6210000,100.00 ,
251741,Carmen Rosiich s/fra.2024/1254,ROSICH ROMEU. CARMEN,4000300,,11.60 
251741,Carmen Rosiich s/fra.2024/1254,HDA.P.IVA SOPORTADO      ,4720000,2.01 ,
251741,Carmen Rosiich s/fra.2024/1254,SERV.PROFES.INDEPENDIENT.,6230000,9.59 ,
251742,Carmen Rosiich s/fra.2024/1254,ROSICH ROMEU. CARMEN,4000300,11.60 ,
251742,Carmen Rosiich s/fra.2024/1254,COLEGIO DE REGISTRADORES,4100188,,11.60 
251743,Reg.merc.Barcelona s/fra.2024/10049,REGISTRO MERCANTIL DE BARCELONA,4000206,,10.88 
251743,Reg.merc.Barcelona s/fra.2024/10049,HDA.P.IVA SOPORTADO      ,4720000,1.89 ,
251743,Reg.merc.Barcelona s/fra.2024/10049,SERV.PROFES.INDEPENDIENT.,6230000,8.99 ,
251744,Reg.merc.Barcelona s/fra.2024/10049,REGISTRO MERCANTIL DE BARCELONA,4000206,10.88 ,
251744,Reg.merc.Barcelona s/fra.2024/10049,COLEGIO DE REGISTRADORES,4100188,,10.88 
251745,Reg.merc.Madrid s/fra.2024/14948,REGISTRO MERCANTIL DE MADRID,4100003,,5.06 
251745,Reg.merc.Madrid s/fra.2024/14948,HDA.P.IVA SOPORTADO      ,4720000,0.88 ,
251745,Reg.merc.Madrid s/fra.2024/14948,SERV.PROFES.INDEPENDIENT.,6230000,4.18 ,
251746,Reg.merc.Madrid s/fra.2024/14948,REGISTRO MERCANTIL DE MADRID,4100003,5.06 ,
251746,Reg.merc.Madrid s/fra.2024/14948,COLEGIO DE REGISTRADORES,4100188,,5.06 
251747,Telefonica s/fra.F60-G498-406711,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,524.05 
251747,Telefonica s/fra.F60-G498-406711,HDA.P.IVA SOPORTADO      ,4720000,90.95 ,
251747,Telefonica s/fra.F60-G498-406711,COMUNICACIONES (TELEFONO),6281000,433.10 ,
251748,Adobe systems s/fra.IEE2024007912193,ADOBE SYSTEMS SOFTWARE,4000117,,19.99 
251748,Adobe systems s/fra.IEE2024007912193,HDA.P.IVA SOPORTADO      ,4720000,4.20 ,
251748,Adobe systems s/fra.IEE2024007912193,OTROS SERVICIOS          ,6290000,19.99 ,
251748,Adobe systems s/fra.IEE2024007912193,HDA.P.IVA REPERCUTIDO    ,4770000,,4.20 
251750,Pillalos tiayde s/fra.2024/13/AZ,PILLALOS TIAYDE. S.L.,4000619,,3.982.50 
251750,Pillalos tiayde s/fra.2024/13/AZ,HDA.P.IVA SOPORTADO      ,4720000,362.05 ,
251750,Pillalos tiayde s/fra.2024/13/AZ,COMIDAS EMPLEADOS,6292100,3.620.45 ,
